Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
Fall,2016,THIAGO SERRA AZEVEDO SILVA,BA,70460,MATH MDLS FR CNSLTNG,A,Lect,12,25,48%,8.58,4.92,4.5,4.5,4.5,4.83,4.5,5,4.67,4.5
Spring,2016,ZELEALEM YILMA,BA,70460,MATH MDLS FR CNSLTNG,W,Lect,3,4,75%,10,4.67,5,5,5,5,5,5,4.33,5
Spring,2016,MOHAMMAD DELASAY SORKHAB,BA,70462,STOCHASTIC MODLG SIM,A,Lect,10,11,91%,8,4.9,4.9,4.8,4.8,4.9,4.6,4.9,4.9,4.8
Fall,2016,MOHAMMAD DELASAY SORKHAB,BA,70462,STOCHASTIC MODLG SIM,A,Lect,8,11,73%,9.25,4.88,4.75,4.63,4.75,4.75,5,4.88,4.75,5
Spring,2016,Christian TJANDRAATMADJA,BA,70471,SUPPLY CHAIN MGMT,A,Lect,20,27,74%,8.95,4.35,4.25,4.2,4,4.3,4.05,4.6,3.9,3.9
Spring,2016,SHAM KEKRE,BA,70471,SUPPLY CHAIN MGMT,W,Lect,7,9,78%,10.29,4.86,4.86,5,4.86,4.86,5,5,5,5
Spring,2016,LLOYD CORDER,BA,70480,INTERNTNL MARKETING,A,Lect,4,14,29%,8.75,5,4.5,5,4.75,4.75,4.5,5,4.75,4.5
Spring,2016,EMIN CIVI,BA,70480,INTERNTNL MARKETING,W,Lect,14,23,61%,9.92,4.86,4.57,4.64,4.36,4.92,4.71,5,4.57,4.64
Fall,2016,LLOYD CORDER,BA,70481,MARKETING RESEARCH,A,Lect,12,25,48%,6,4.75,4.25,4.25,4.75,4.58,4,5,4.55,4.18
Spring,2016,PETER STUETTGEN,BA,70481,MARKETING RESEARCH,W,Lect,12,12,100%,11.09,5,4.83,4.75,4.92,4.83,5,4.83,5,4.83
Fall,2016,PETER STUETTGEN,BA,70481,MARKETING RESEARCH,W,Lect,3,3,100%,11,4.33,5,5,4,4.67,4.67,4.33,4.67,4.33
Fall,2016,KAIFU ZHANG,BA,70482,PRICING STRTGY,A,Lect,10,16,62%,4.7,4.1,2.5,3.5,2.7,4.2,4,4.7,3.5,3
Spring,2016,MELISSA MURPHY,BA,70483,ADVRTS & MARKET COMM,A,Lect,9,12,75%,5.67,5,4.78,5,4.89,5,5,5,5,5
Fall,2016,JOHN LANKFORD,BA,70485,PRODUCT & BRAND MGT,A,Lect,11,24,46%,6.64,4.82,4.73,4.73,4.45,4.55,4.64,4.91,4.82,4.73
Spring,2016,PETER STUETTGEN,BA,70486,PRICING,W,Lect,4,4,100%,8.75,5,4.75,4.75,4.75,4.75,5,5,5,5
Spring,2016,MICHAEL SMITH,BA,70488,MARKTNG DIGITL MEDIA,A4,Lect,13,14,93%,6.62,5,4.5,4.85,4.69,4.92,4.85,4.92,5,4.69
Spring,2016,MUHAMMAD FAROOQI,BA,70491,RESPONSIBLE FINANCE,W,Lect,11,14,79%,8.09,4.82,4.82,4.73,4.82,4.73,4.73,4.82,4.73,4.73
Fall,2016,ANISHA GHOSH,BA,70492,INVESTMENT ANALYSIS,A,Lect,26,57,46%,7.42,4.19,3.88,3.92,3.62,3.96,3.81,4.35,3.69,3.58
Spring,2016,MUHAMMAD FAROOQI,BA,70492,INVESTMENT ANALYSIS,W,Lect,5,8,62%,8.6,5,4.8,4.8,4.6,4.8,5,5,4.8,4.75
Fall,2016,MUHAMMAD FAROOQI,BA,70492,INVESTMENT ANALYSIS,W,Lect,9,10,90%,8,4.67,4.56,4.44,4.44,4.67,4.67,4.78,4.56,4.67
Spring,2016,"OBRIEN, J. (co-taught)",BA,70494,MRKTS: ANOM & EFCNCY,W,Lect,3,5,60%,10,5,5,5,5,5,5,5,5,5
Spring,2016,"FAROOQI, M. (co-taught)",BA,70494,MRKTS: ANOM & EFCNCY,W,Lect,3,5,60%,10,5,5,5,5,5,5,5,5,5
Spring,2016,WILLIAM WALLER,BA,70495,CORPORATE FINANCE,A,Lect,22,27,81%,8.32,4.64,4.73,4.73,4.59,4.73,4.55,4.86,4.45,4.33
Spring,2016,WILLIAM WALLER,BA,70495,CORPORATE FINANCE,B,Lect,35,42,83%,11.39,4.17,3.97,3.97,3.66,4.03,3.79,4.49,3.8,3.74
Spring,2016,MUHAMMAD FAROOQI,BA,70495,CORPORATE FINANCE,W,Lect,14,17,82%,8.71,4.86,4.71,4.79,4.64,4.86,4.86,4.93,4.79,4.79
Fall,2016,DUANE SEPPI,BA,70497,DERIVATIVE SECURTIES,A,Lect,10,26,38%,9.8,4.8,5,5,4.7,5,4.8,5,4.8,4.8
Summer,2016,DARREN DAUBERGER,IA,46900,MSCF PROG PREP,I6,Lect,33,39,85%,10.76,4.79,4.73,4.82,4.79,4.76,4.73,4.85,4.76,4.64
Summer,2016,DARREN DAUBERGER,IA,46900,MSCF PROG PREP,M6,Lect,41,49,84%,9.05,4.59,4.59,4.6,4.65,4.6,4.63,4.82,4.56,4.54
Fall,2016,JOHN OSTLUND,IA,46901,FINANCIAL COMP I,H1,Lect,44,47,94%,11.64,4.95,4.98,4.91,4.86,4.82,4.86,5,4.89,4.89
Fall,2016,JOHN OSTLUND,IA,46901,FINANCIAL COMP I,M1,Lect,44,55,80%,10.74,4.86,4.81,4.74,4.72,4.77,4.84,4.95,4.81,4.79
Fall,2016,JOHN OSTLUND,IA,46902,FINANCIAL COMP II,H2,Lect,30,45,67%,8.46,4.93,4.87,4.9,4.87,4.83,4.9,4.9,4.9,4.83
Fall,2016,JOHN OSTLUND,IA,46902,FINANCIAL COMP II,M2,Lect,34,55,62%,7.47,4.79,4.79,4.74,4.82,4.79,4.88,4.88,4.85,4.67
Fall,2016,DMITRY KRAMKOV,IA,46904,FINANCIAL COMPTNG IV,H2,Lect,14,31,45%,7.75,4.64,4.71,4.86,4.57,4.79,4.64,4.64,4.5,4.64
Fall,2016,DMITRY KRAMKOV,IA,46904,FINANCIAL COMPTNG IV,M2,Lect,16,29,55%,8.5,4.75,4.88,4.94,4.69,4.88,4.81,4.94,4.94,4.88
Summer,2016,WILLIAM HRUSA,IA,46910,MSCF MATH PREP,I6,Lect,26,31,84%,17.27,4.88,4.69,4.96,4.77,4.85,4.88,4.96,4.88,4.85
Summer,2016,WILLIAM HRUSA,IA,46910,MSCF MATH PREP,M6,Lect,38,46,83%,15.59,4.92,4.97,4.89,4.79,4.92,4.97,4.95,5,4.89
Fall,2016,CHAD SCHAFER,IA,46921,PROBABILITY,I1,Lect,42,44,95%,8.88,4.64,4.64,4.71,4.5,4.66,4.69,4.76,4.67,4.62
Fall,2016,CHAD SCHAFER,IA,46921,PROBABILITY,M1,Lect,42,55,76%,8.68,4.56,4.59,4.63,4.34,4.72,4.76,4.76,4.61,4.63
Fall,2016,MAX GSELL,IA,46923,STATISTCL INFERENCE,I2,Lect,31,45,69%,9.42,4.9,4.87,4.9,4.81,4.94,4.94,4.97,4.94,4.9
Fall,2016,MAX GSELL,IA,46923,STATISTCL INFERENCE,M2,Lect,33,55,60%,9.25,4.94,4.72,4.75,4.61,4.73,4.94,4.91,4.84,4.75
Fall,2016,MAX GSELL,IA,46927,STS MCHN LRN II,I1,Lect,29,47,62%,8.11,4.9,4.9,4.79,4.76,4.86,4.86,4.93,4.9,4.83
Fall,2016,MAX GSELL,IA,46927,STS MCHN LRN II,M1,Lect,33,49,67%,11,4.69,4.56,4.66,4.63,4.68,4.71,4.77,4.65,4.61
Fall,2016,JOHN LEHOCZKY,IA,46936,STATISTICAL ARBITAGE,I2,Lect,25,47,53%,8.91,4.68,4.68,4.64,4.44,4.52,4.68,4.72,4.48,4.52
Fall,2016,JOHN LEHOCZKY,IA,46936,STATISTICAL ARBITAGE,M2,Lect,29,47,62%,8.81,4.79,4.72,4.83,4.83,4.79,4.76,4.9,4.72,4.82
Fall,2016,DMITRY KRAMKOV,IA,46941,MULT PERD ASSET PRIC,H2,Lect,29,45,64%,10.93,4.69,4.72,4.72,4.59,4.66,4.62,4.9,4.62,4.48
Fall,2016,DMITRY KRAMKOV,IA,46941,MULT PERD ASSET PRIC,M2,Lect,35,57,61%,10.61,4.26,4.26,4.26,4.29,4.38,4.12,4.76,4.12,4.09
Fall,2016,ALEXANDRA KLIMOVA,IA,46950,NUMERICAL METHODS,H1,Lect,9,18,50%,9,4.44,4.44,4.56,4.44,4.44,4.33,4.67,4.33,4.22
Fall,2016,ALEXANDRA KLIMOVA,IA,46950,NUMERICAL METHODS,M1,Lect,2,5,40%,5,5,5,5,5,5,5,5,5,5
Fall,2016,JOHN LEHOCZKY,IA,46954,RISK MANAGEMENT I,I1,Lect,28,48,58%,8.43,4.71,4.71,4.71,4.64,4.64,4.64,4.82,4.61,4.61
Fall,2016,JOHN LEHOCZKY,IA,46954,RISK MANAGEMENT I,M1,Lect,31,47,66%,10.1,4.68,4.55,4.61,4.45,4.65,4.61,4.65,4.65,4.61
Fall,2016,STEVEN SHREVE,IA,46955,RISK MANAGEMENT II,I2,Lect,18,20,90%,10.17,4.83,4.83,4.89,4.67,4.78,4.83,4.83,4.83,4.78
Fall,2016,STEVEN SHREVE,IA,46955,RISK MANAGEMENT II,M2,Lect,12,18,67%,11.33,4.5,4.67,4.42,4.33,4.42,4.75,4.58,4.67,4.58
Fall,2016,WILLIAM HRUSA,IA,46956,FIXED INCOME,H1,Lect,42,45,93%,11.79,4.9,4.88,4.88,4.83,4.93,4.76,4.95,4.83,4.88
Fall,2016,WILLIAM HRUSA,IA,46956,FIXED INCOME,M1,Lect,46,57,81%,11.78,4.89,4.91,4.87,4.84,4.93,4.84,4.96,4.82,4.8
Fall,2016,RICHARD YOUNG,IA,46971,PRESNTN COMPTNL FINC,G1,Lect,17,17,100%,7.65,4.82,4.76,4.76,4.65,4.82,4.59,4.94,4.65,4.56
Fall,2016,RICHARD YOUNG,IA,46971,PRESNTN COMPTNL FINC,H1,Lect,14,14,100%,8.21,4.86,4.79,4.79,4.79,4.79,4.86,4.86,4.71,4.71
Fall,2016,RICHARD YOUNG,IA,46971,PRESNTN COMPTNL FINC,I1,Lect,13,13,100%,7.5,4.85,4.85,4.77,4.85,4.77,4.62,4.85,4.54,4.62
Fall,2016,RICHARD YOUNG,IA,46971,PRESNTN COMPTNL FINC,M1,Lect,17,19,89%,7.13,4.94,4.76,4.82,4.82,4.88,4.88,4.94,4.94,4.65
Fall,2016,EVELYN PIERCE,IA,46971,PRESNTN COMPTNL FINC,N1,Lect,14,19,74%,6.29,4.93,4.86,4.79,4.86,4.86,4.64,4.93,4.86,4.43
Fall,2016,EVELYN PIERCE,IA,46971,PRESNTN COMPTNL FINC,P1,Lect,12,18,67%,8.27,4.91,4.73,4.55,4.82,4.82,4.55,5,4.73,4.64
Fall,2016,BRYAN ROUTLEDGE,IA,46972,MSCF FINANCE,I1,Lect,41,43,95%,9.32,4.66,4.66,4.49,4.51,4.61,4.44,4.83,4.54,4.44
Fall,2016,BRYAN ROUTLEDGE,IA,46972,MSCF FINANCE,M1,Lect,40,52,77%,7.53,4.67,4.21,4.28,4.21,4.28,4.23,4.74,4.18,4.03
Fall,2016,DUANE SEPPI,IA,46973,MSCF OPTIONS,I2,Lect,30,45,67%,11.7,4.97,4.97,4.93,4.83,4.97,4.97,4.87,4.87,4.93
Fall,2016,DUANE SEPPI,IA,46973,MSCF OPTIONS,M2,Lect,33,56,59%,10.52,4.7,4.39,4.42,4.24,4.58,4.42,4.7,4.33,4.27
Fall,2016,JAVIER PENA,IA,46976,FINANCIAL OPTIMIZATN,I1,Lect,30,32,94%,7.4,4.7,4.6,4.47,4.17,4.67,4.43,4.77,4.47,4.4
Fall,2016,JAVIER PENA,IA,46976,FINANCIAL OPTIMIZATN,M1,Lect,33,45,73%,9.56,4.42,4.45,4.36,4.18,4.33,4.12,4.52,4.3,4.24
Fall,2016,DUANE SEPPI,IA,46977,MSF STD FNCL ENGNG,H1,Lect,29,55,53%,9.79,4.62,4.48,4.38,4.31,4.52,4.41,4.79,4.52,4.38
Fall,2016,DUANE SEPPI,IA,46977,MSF STD FNCL ENGNG,M1,Lect,30,48,62%,9.75,4.47,4.5,4.4,4.4,4.4,4.43,4.6,4.33,4.33
Fall,2016,ANISHA GHOSH,IA,46979,ASSET MGMT,I2,Lect,23,45,51%,8.95,3.26,3.3,3.43,3,3.48,2.86,3.91,3.04,2.96
Fall,2016,ANISHA GHOSH,IA,46979,ASSET MGMT,M2,Lect,28,46,61%,8.64,4.32,4.32,4.21,4.04,4.29,4.18,4.46,4.11,4.07
Fall,2016,DAVID HANDRON,IA,46980,MSCF TRG COMPETITION,I2,Lect,26,40,65%,4.12,4.38,4.65,4.54,4.38,4.42,4.46,4.54,4.5,4.46
Fall,2016,DAVID HANDRON,IA,46980,MSCF TRG COMPETITION,M2,Lect,25,50,50%,4.42,4.13,4.33,4.29,4.08,4.08,4.13,4.29,4.17,4.21
Fall,2016,DUANE SEPPI,IA,46982,MRKT MICRO ALGTH TRD,I2,Lect,24,48,50%,7.74,4.42,4.33,4.29,4.33,4.42,4.33,4.58,4.33,4.29
Fall,2016,DUANE SEPPI,IA,46982,MRKT MICRO ALGTH TRD,M2,Lect,29,46,63%,7.75,4.72,4.59,4.55,4.45,4.59,4.52,4.69,4.59,4.59
