Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2016,SUBHA DAS,CMY,9218,ORGANIC CHEMISTRY II,1,Lect,27,65,42%,8.26,4.41,4.59,4.44,4.44,4.3,4.48,4.74,4.37,4.22
Summer,2016,RONG CAO,CMY,9218,ORGANIC CHEMISTRY II,U,Lect,9,10,90%,11.78,4,3.56,3.67,3.33,3.89,3.89,4.44,3.89,4.11
Fall,2016,STEFANIE SYDLIK,CMY,9219,MODERN ORGANIC CHEM,1,Lect,10,20,50%,11,5,4.9,4.8,4.9,4.7,4.7,5,4.5,4.7
Spring,2016,BRUCE ARMITAGE,CMY,9220,MODRN ORGANIC CMY II,1,Lect,25,34,74%,10.84,4.92,4.88,4.88,4.88,4.88,4.88,4.88,4.92,4.88
Spring,2016,GIZELLE SHERWOOD,CMY,9221,LAB I: INTR CHMY ANL,1,Lect,39,90,43%,17.13,4.36,4.33,4.46,3.87,4.23,4.28,3.72,4.23,4.1
Fall,2016,KAREN STUMP,CMY,9221,LAB I: INTR CHMY ANL,1,Lect,9,24,38%,12,4.22,4.13,4.56,4.22,4.44,4.78,4.11,4.44,4.22
Spring,2016,SUSAN GRAUL,CMY,9222,LAB II:ORGNC SYN ANL,1,Lect,40,79,51%,12.83,4.35,4.45,4.38,4.17,4.4,4.63,4.72,4.45,4.32
Spring,2016,BRUCE ARMITAGE,CMY,9224,SUPRAMOLECULAR CHMTR,A4,Lect,8,16,50%,3.13,4.88,4.13,4.5,4.75,5,4.88,5,5,4.75
Fall,2016,"KURNIKOVA, M. (co-taught)",CMY,9231,MATHMTCL METHD CHEM,1,Lect,11,23,48%,7.4,4,3.18,3.18,3,3.09,2.82,4.18,2.64,3.64
Fall,2016,"YARON, D. (co-taught)",CMY,9231,MATHMTCL METHD CHEM,1,Lect,11,23,48%,7.45,4.64,4.55,4.64,4.45,4.36,4.36,4.82,4.55,4.27
Fall,2016,SUSAN GRAUL,CMY,9321,LAB III: MOL DSN SYN,1,Lect,9,18,50%,12.67,4.56,4.89,4.78,4.33,4.44,4.78,4.78,4.56,4.67
Spring,2016,"JIN, R. (co-taught)",CMY,9322,LAB IV:MOLE SPC DSGN,1,Lect,18,32,56%,8.5,3.83,3.61,3.67,3.56,3.89,3.89,4.56,3.56,3.61
Spring,2016,"KOWALEWSKI, T. (co-taught)",CMY,9322,LAB IV:MOLE SPC DSGN,1,Lect,18,32,56%,9.33,4.33,4.06,4.33,3.94,4.5,4.56,4.72,4.22,4.22
Fall,2016,MARCEL BRUCHEZ,CMY,9323,BIOORG CHEMSTRY LAB,1,Lect,7,13,54%,14,4.29,4,4,4,4.57,4.29,4.71,4.14,3.86
Spring,2016,CHRISTOPHER SULLIVAN,CMY,9331,MODRN ANALYTCL INSTR,1,Lect,21,29,72%,7,4,3.76,3.43,3.1,3.57,3.19,3.9,3.1,2.76
Fall,2016,MICHAEL HENDRICH,CMY,9344,PHYSICAL CHEM QUANTM,1,Lect,10,22,45%,9.8,4.6,4,3.9,3,4.2,4.2,4.4,4,3.7
Spring,2016,YISONG GUO,CMY,9345,PHYSCL CHEM THERMO,1,Lect,18,30,60%,9.17,3.67,4.11,3.83,3.56,3.83,3.94,4.39,3.67,3.61
Fall,2016,Hyung Kim,CMY,9347,ADV PHYS CHEMISTRY,A,Lect,25,75,33%,10.4,3.68,3.4,3.16,3.08,3.6,3.16,4.08,3.28,3.04
Spring,2016,STEFAN BERNHARD,CMY,9348,INORGANIC CHEMISTRY,1,Lect,27,42,64%,8.78,3.26,3.26,3.07,2.93,3.52,2.67,3.7,2.74,2.81
Spring,2016,KEVIN NOONAN,CMY,9502,ORGNC CHEM POLYMERS,A,Lect,3,3,100%,11,5,4.67,4.67,4.67,5,5,5,5,5
Spring,2016,TERRENCE COLLINS,CMY,9510,CMSTY & SUSTAIN,A,Lect,6,8,75%,5.5,4.5,4.67,4.83,3.83,5,4.83,5,4.33,4.33
Fall,2016,DANITH LY,CMY,9518,BIOORGANIC CHEMISTRY,A,Lect,3,3,100%,6,5,4,4.33,3.33,5,4.33,5,4.33,4
Spring,2016,GARY PATTERSON,CMY,9531,POLYMER SCIENCE,A,Lect,2,4,50%,6.5,5,5,5,5,5,5,5,5,5
Fall,2016,GARY PATTERSON,CMY,9531,POLYMER SCIENCE,A,Lect,3,5,60%,5,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67
Spring,2016,MARIA KURNIKOVA,CMY,9560,COMPUTATNL CHEMISTRY,1,Lect,2,2,100%,8,4,3.5,3.5,3.5,4.5,3.5,5,3.5,3.5
Fall,2016,ECKARD MUNCK,CMY,9603,MATH ANALYS CHEMSTRY,A1,Lect,7,9,78%,6,3.86,4,4,3.57,4.29,3.86,5,3.71,3.57
Fall,2016,GARY PATTERSON,CMY,9604,INTRO CHEM KINETICS,A1,Lect,1,2,50%,5,5,5,5,5,5,5,5,5,5
Spring,2016,GARY PATTERSON,CMY,9604,INTRO CHEM KINETICS,A4,Lect,1,3,33%,14,5,5,5,5,5,5,5,5,5
Fall,2016,GARY PATTERSON,CMY,9611,CHEMICAL THERMODYNMC,A2,Lect,5,7,71%,5.6,4.6,4.2,4.6,4.8,4.8,4.6,5,4.2,4.2
Spring,2016,GARY PATTERSON,CMY,9611,CHEMICAL THERMODYNMC,A3,Lect,2,4,50%,14,4.5,4,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Fall,2016,ECKARD MUNCK,CMY,9701,QUANTUM CHEMISTRY I,A,Lect,3,4,75%,11,5,5,4.67,4.67,5,5,5,5,5
Spring,2016,Hyung Kim,CMY,9702,STATCL MECH & DYNAMC,A,Lect,2,2,100%,16,5,5,5,5,5,5,5,5,5
Fall,2016,BRUCE ARMITAGE,CMY,9705,CHEMOSNSRS BIOSNSRS,A,Lect,5,10,50%,9.8,5,4.6,4.6,4.8,4.8,4.8,5,4.8,4.6
Spring,2016,TERRENCE COLLINS,CMY,9710,CMSTY & SUSTAIN,A,Lect,7,8,88%,6.29,5,5,5,5,5,5,5,5,5
Fall,2016,SUSAN GRAUL,CMY,9711,PHYSCL ORGANIC CHEM,A,Lect,4,6,67%,11,4.75,5,5,4.75,4.75,4.75,5,4.75,4.75
Fall,2016,CATALINA ACHIM,CMY,9712,COM SCI RES,A1,Lect,4,5,80%,8.75,5,4.5,4.75,5,4.5,4.75,5,4.75,4.5
Spring,2016,GLORIA SILVA,CMY,9714,ADV ORGANIC CHEMSTRY,A,Lect,5,6,83%,14.2,5,4.2,4.4,4.2,4.4,4,4.2,4.2,4
Fall,2016,TOMASZ KOWALEWSKI,CMY,9715,PHY CHEM MACROMOLEC,A,Lect,2,3,67%,8,4.5,4.5,5,3,5,4.5,5,4.5,4
Spring,2016,GLORIA SILVA,CMY,9716,BIOACTV NATRL PRODCT,A,Lect,3,5,60%,12,5,5,5,5,5,5,5,5,5
Fall,2016,DANITH LY,CMY,9718,BIOORGANIC CHEMISTRY,A,Lect,5,10,50%,7.4,4.8,4.8,4.8,4.8,5,5,5,4.8,4.8
Fall,2016,YISONG GUO,CMY,9720,PHYSCL INORGNC CHEM,A,Lect,2,3,67%,14,4.5,4,4.5,4.5,4.5,4.5,5,4,4.5
Fall,2016,STEFAN BERNHARD,CMY,9733,CHEMISTRY & LIGHT,A,Lect,4,7,57%,6.5,4.75,4.25,4.5,3.75,5,4.75,4.75,4.5,4.75
Fall,2016,KEVIN NOONAN,CMY,9736,TRANS MET CAT ORG,A,Lect,3,6,50%,8,5,5,5,5,5,5,5,5,5
Spring,2016,DANITH LY,CMY,9737,MEDCNL CMY DRG DEVLP,A3,Lect,10,17,59%,8.1,4.9,4.7,4.8,4.5,4.8,4.7,4.9,4.8,4.8
Spring,2016,KEVIN NOONAN,CMY,9741,ORGNC CHEM POLYMERS,A,Lect,2,3,67%,8,5,5,5,5,5,5,5,5,5
Spring,2016,GARY PATTERSON,CMY,9742,PHYSL CHEMTRY POLYMR,A,Lect,4,6,67%,11,5,5,5,5,5,5,5,5,5
Spring,2016,NEWELL WASHBURN,CMY,9759,MOLEC ENG,1,Lect,2,3,67%,9.5,4,2.5,3.5,3,4,4,5,4,3.5
Fall,2016,CATALINA ACHIM,CMY,9811,SP TPC IN ORGANC CMY,A2,Lect,3,4,75%,6,4.67,4,4,4.33,4.33,4,4.67,4,4.33
Fall,2016,"HOVIS, K. (co-taught)",MCS,38101,EUREKA DISC & IMPACT,1,Lect,137,226,61%,3.56,4.12,4.13,4.07,3.57,3.75,3.85,4.38,3.88,3.31
Fall,2016,"BRAUN, M. (co-taught)",MCS,38101,EUREKA DISC & IMPACT,1,Lect,137,226,61%,3.6,4.21,4.15,4.11,3.71,3.82,3.87,4.38,3.95,3.42
Fall,2016,EMILY WEISS,MCS,38101,EUREKA DISC & IMPACT,A,Lect,15,18,83%,3.29,4.93,4.87,5,4.93,4.73,4.93,4.93,4.93,4.6
Fall,2016,RYAN WEISS,MCS,38101,EUREKA DISC & IMPACT,B,Lect,18,18,100%,3.33,4.06,4.17,4.17,4.22,4.28,4.22,4.5,4.17,4
Fall,2016,ANTONIO-JAVIER LOPEZ,MCS,38101,EUREKA DISC & IMPACT,C,Lect,8,18,44%,2.75,3.88,3.25,3.5,3.5,3,3.25,4.75,3.5,2.63
Fall,2016,SUSAN GRAUL,MCS,38101,EUREKA DISC & IMPACT,D,Lect,9,16,56%,5.11,4.67,4.22,4,4.11,3.89,4.11,4.78,4.22,3
Fall,2016,"STUMP, K. (co-taught)",MCS,38101,EUREKA DISC & IMPACT,E,Lect,7,18,39%,3.29,4.86,4.43,4.43,4.29,4.29,4.29,4.86,4.43,3.86
Fall,2016,"SHERWOOD, G. (co-taught)",MCS,38101,EUREKA DISC & IMPACT,E,Lect,7,18,39%,3.29,4.67,4.67,4.67,4.33,4.33,4.5,4.83,4.67,4.14
Fall,2016,LEONARD VUOCOLO,MCS,38101,EUREKA DISC & IMPACT,F,Lect,9,18,50%,5.44,4.22,4,4,3.78,3.89,4,4.56,4.11,3.67
Fall,2016,AMY BURKERT,MCS,38101,EUREKA DISC & IMPACT,G,Lect,12,17,71%,2.82,4.92,4.5,4.58,4.5,4.33,4.42,5,4.92,3.5
Fall,2016,MARY BRAUN,MCS,38101,EUREKA DISC & IMPACT,H,Lect,13,17,76%,3.15,4.46,4.46,4.62,4.31,4.25,4.46,4.69,4.54,3.92
Fall,2016,GEORGE KLEIN,MCS,38101,EUREKA DISC & IMPACT,I,Lect,9,18,50%,4,4.44,3.78,3.89,3.78,4.11,4,4.56,4.33,3
Fall,2016,WILLIAM ALBA,MCS,38101,EUREKA DISC & IMPACT,J,Lect,8,18,44%,4.63,4.88,4.75,4.75,4.75,4.38,4.63,4.88,4.88,4
Fall,2016,BECKI CAMPANARO,MCS,38101,EUREKA DISC & IMPACT,K,Lect,16,17,94%,2.56,4.56,4.25,4.19,4.19,4.38,4.19,4.56,4.38,3.56
Fall,2016,KUNAL GHOSH,MCS,38101,EUREKA DISC & IMPACT,L,Lect,11,19,58%,3.91,4.82,4.45,4.73,4.55,4.55,4.64,4.82,4.73,4.27
Fall,2016,RYAN WEISS,MCS,38101,EUREKA DISC & IMPACT,M,Lect,12,14,86%,3.5,4.83,4.92,4.83,4.92,4.75,4.5,4.92,4.83,4.42
Fall,2016,"RULE, G. (co-taught)",MCS,38101,EUREKA DISC & IMPACT,W,Lect,12,18,67%,4,4.42,4.5,4.42,4,4.58,4.5,4.75,4.64,3.82
Fall,2016,"HOVIS, K. (co-taught)",MCS,38101,EUREKA DISC & IMPACT,W,Lect,12,18,67%,4.4,4.27,4.27,4.18,4.09,4.27,4.36,4.45,4.45,3.64
Spring,2016,CHAD HERSHOCK,MCS,38801,EVID BASE TEACH STEM,A,Lect,11,13,85%,9.09,4.91,4.55,4.82,4.64,4.82,4.82,4.91,4.73,4.64
Spring,2016,MARY RADCLIFFE,MSC,21101,FRESHMAN MATH SEMINR,A3,Lect,9,10,90%,5,5,4.44,4.56,4.44,4.78,4.89,4.89,4.78,4.67
Spring,2016,JUAN SCHAFFER,MSC,21111,CALCULUS I,1,Lect,6,12,50%,8.5,1,1,1,1.17,1,1,1.17,1,1.33
Fall,2016,DEBORAH BRANDON,MSC,21111,CALCULUS I,1,Lect,28,47,60%,6.89,4.71,4.43,4.32,4.21,4.25,4.07,4.93,4.18,4.25
Fall,2016,MARION OLIVER,MSC,21111,CALCULUS I,W,Lect,27,38,71%,10.33,4.26,4.07,3.89,4.11,3.93,3.96,4.56,3.52,3.81
Fall,2016,MARION OLIVER,MSC,21111,CALCULUS I,X,Lect,27,38,71%,13.85,4,3.81,3.78,3.63,3.7,3.63,4.63,3.37,3.78
Spring,2016,DEBORAH BRANDON,MSC,21112,CALCULUS II,1,Lect,30,39,77%,7.2,4.93,4.83,4.8,4.7,4.7,4.83,4.93,4.9,4.83
Fall,2016,JUAN SCHAFFER,MSC,21112,CALCULUS II,1,Lect,3,7,43%,7,3.67,3,2.67,3.33,3.67,3.33,3.33,3,3.67
Spring,2016,JOHN MACKEY,MSC,21120,DIFFERENTIAL INT CAL,1,Lect,18,31,58%,8.33,5,4.94,4.94,4.89,5,5,5,5,5
Fall,2016,RUSSELL WALKER,MSC,21120,DIFFERENTIAL INT CAL,1,Lect,80,141,57%,8.63,3.97,4.01,3.94,3.53,3.78,3.75,4.41,3.68,3.73
Fall,2016,RUSSELL WALKER,MSC,21120,DIFFERENTIAL INT CAL,2,Lect,68,141,48%,7.51,4.13,4.34,4.33,3.91,4.13,4.27,4.49,4.18,4.18
Fall,2016,NOEL WALKINGTON,MSC,21120,DIFFERENTIAL INT CAL,3,Lect,44,81,54%,7.16,3.16,2.66,2.75,2.3,3.23,2.48,3.73,2.32,2.48
Spring,2016,MARION OLIVER,MSC,21120,DIFFERENTIAL INT CAL,W,Lect,26,38,68%,11.56,3.65,3.65,3.69,3.5,3.81,3.38,4.42,3.46,3.5
Fall,2016,HASAN DEMIRKOPARAN,MSC,21120,DIFFERENTIAL INT CAL,W,Lect,6,11,55%,9.5,4.5,4.67,4.67,4.33,5,4.67,4.83,4.33,4.67
Spring,2016,MARION OLIVER,MSC,21120,DIFFERENTIAL INT CAL,X,Lect,21,34,62%,10.89,4.29,4.14,4.14,4.05,4.1,4.14,4.76,3.76,4
Spring,2016,LEI WU,MSC,21122,INTEGRTN & APPROX,1,Lect,53,100,53%,7.76,3.49,3.4,3.15,3.06,3.38,3.32,3.85,3.26,3.34
Fall,2016,GREGORY JOHNSON,MSC,21122,INTEGRTN & APPROX,1,Lect,73,111,66%,9.7,3.73,4.21,4.19,3.77,3.83,4.14,3.9,3.84,3.85
Spring,2016,ERNEST SCHIMMERLING,MSC,21122,INTEGRTN & APPROX,2,Lect,73,114,64%,6.27,2.82,2.71,2.63,2.18,2.89,2.79,3.33,2.44,2.49
Fall,2016,GREGORY JOHNSON,MSC,21122,INTEGRTN & APPROX,2,Lect,49,99,49%,8.53,3.9,4.41,4.37,3.76,4,4.2,4.37,4.04,4.04
Summer,2016,tjohanss,MSC,21122,INTEGRTN & APPROX,S,Lect,8,18,44%,13.13,4.5,4.38,4.5,4.38,4.5,4.38,4.75,4.5,4.43
Summer,2016,TIMOTHY FLAHERTY,MSC,21122,INTEGRTN & APPROX,U,Lect,5,8,62%,14.8,4.4,4,3.8,4,4.6,4.2,4.6,4,4
Spring,2016,MARION OLIVER,MSC,21122,INTEGRTN & APPROX,W,Lect,17,25,68%,9.19,4.29,4.29,4.35,4.29,4.29,4.35,4.47,4.12,4.29
Fall,2016,MARION OLIVER,MSC,21122,INTEGRTN & APPROX,W,Lect,9,12,75%,11.5,4.33,4.44,4.22,3.78,3.89,3.89,4.44,3.89,3.67
Spring,2016,JOSHUA BALLEW,MSC,21124,CALC II BIO & CHEMST,1,Lect,25,40,62%,9.08,3.76,3.96,3.8,3.48,3.72,3.52,4.32,3.64,3.44
Spring,2016,TIMOTHY FLAHERTY,MSC,21126,INTRO MATHMTCL SFTWR,A,Lect,12,22,55%,3.25,3.58,3.83,3.83,3.17,3.67,3.42,3.5,3.75,3.42
Spring,2016,TIMOTHY FLAHERTY,MSC,21126,INTRO MATHMTCL SFTWR,B,Lect,9,16,56%,4.33,3.67,3.44,3.44,3.33,3.22,3.22,3.44,3.22,3.11
Spring,2016,TIMOTHY FLAHERTY,MSC,21126,INTRO MATHMTCL SFTWR,C,Lect,11,20,55%,3.2,3.45,3.18,3.45,2.64,3.09,2.45,3.36,3.09,3.18
Spring,2016,GREGORY JOHNSON,MSC,21127,CONCEPTS OF MATHMTCS,1,Lect,60,100,60%,11.38,4.15,4.2,4.18,3.77,3.93,4.17,4.33,4.08,3.85
Fall,2016,IRINA GHEORGHICIUC,MSC,21127,CONCEPTS OF MATHMTCS,1,Lect,49,99,49%,13.79,4.35,4.44,4.46,4.29,4.33,4.63,4.38,4.56,4.35
Spring,2016,GREGORY JOHNSON,MSC,21127,CONCEPTS OF MATHMTCS,2,Lect,32,65,49%,12.78,4.13,4.28,4.16,3.63,4,4.09,4.19,4.13,3.84
Fall,2016,IRINA GHEORGHICIUC,MSC,21127,CONCEPTS OF MATHMTCS,2,Lect,53,101,52%,11.88,4.45,4.25,4.13,3.98,4.23,4.3,4.26,4.25,4.06
Spring,2016,MATTHEW SZUDZIK,MSC,21127,CONCEPTS OF MATHMTCS,3,Lect,65,111,59%,9.7,4.75,4.77,4.6,4.44,4.58,4.77,4.75,4.74,4.55
Summer,2016,IRINA GHEORGHICIUC,MSC,21127,CONCEPTS OF MATHMTCS,S,Lect,8,37,22%,16.13,4.5,4.63,4.75,4.25,4.38,4.5,4.38,4.38,4
Summer,2016,jingzhan,MSC,21127,CONCEPTS OF MATHMTCS,U,Lect,7,23,30%,13.29,3.57,3.29,3.57,2.86,3.57,2.86,4.57,3.14,3.14
Spring,2016,NIRAJ KHARE,MSC,21127,CONCEPTS OF MATHMTCS,W,Lect,10,18,56%,9.2,4.8,4.4,4.6,4.4,4.6,4.6,4.6,4.6,4.2
Fall,2016,ZELEALEM YILMA,MSC,21127,CONCEPTS OF MATHMTCS,W,Lect,16,21,76%,10.63,4.31,4.38,4.38,3.63,4.31,4.31,4.5,4.19,4.31
Fall,2016,JOHN MACKEY,MSC,21128,MTH CONCPTS & PROOFS,1,Lect,61,87,70%,11.41,4.9,4.85,4.84,4.75,4.95,4.9,4.92,4.87,4.8
Spring,2016,THOMAS BOHMAN,MSC,21228,DISCRETE MATH,1,Lect,18,28,64%,9.83,4.72,4.89,4.78,4.67,4.72,4.72,4.83,4.61,4.78
Fall,2016,MARY RADCLIFFE,MSC,21228,DISCRETE MATH,1,Lect,17,35,49%,8.94,4.47,4.35,4.29,3.65,4.29,4.53,4.82,4.53,4.24
Fall,2016,IAN TICE,MSC,21235,MATHMTCL STDS ANALYS,A,Lect,12,14,86%,11,4.92,4.83,4.67,4.67,4.83,4.92,4.92,4.92,4.92
Spring,2016,GIOVANNI LEONI,MSC,21236,MTHMTCL STDS ANL II,A,Lect,10,12,83%,13.2,4.9,4.6,4.6,4.9,4.9,4.9,4.9,4.9,5
Fall,2016,BORIS BUKH,MSC,21237,MATHMTL STDS ALG I,A,Lect,11,17,65%,10.45,4.91,4.64,4.73,4.82,4.73,4.82,4.91,4.73,4.82
Spring,2016,BORIS BUKH,MSC,21238,MTHML STD ALGEBRA II,A,Lect,7,12,58%,11.43,4.43,4,4,4.29,4.57,4.29,4.86,4.29,4.43
Spring,2016,HAEL COLLINS,MSC,21240,MATRIX ALGBA APPLC,1,Lect,34,69,49%,9.41,4.62,4.47,4.52,4.26,4.29,4.29,4.76,4.36,4.24
Fall,2016,ADAM GUTTER,MSC,21240,MATRIX ALGBA APPLC,1,Lect,33,54,61%,8.38,3.82,3.52,3.67,3.24,3.52,3.15,3.59,2.82,2.91
Spring,2016,DAVID HANDRON,MSC,21241,MATRC & LINR TRNSF,1,Lect,29,58,50%,7.07,4.14,4.17,4.07,3.9,3.9,4.17,4.34,4.03,3.72
Fall,2016,DANIELA MIHAI,MSC,21241,MATRC & LINR TRNSF,1,Lect,46,73,63%,9.2,4.41,4.26,4.26,4.17,3.96,4.22,4.67,4.15,4.04
Spring,2016,DAVID HANDRON,MSC,21241,MATRC & LINR TRNSF,2,Lect,43,83,52%,9.26,3.77,3.79,3.86,3.26,3.47,3.72,4.16,3.56,3.4
Fall,2016,DANIELA MIHAI,MSC,21241,MATRC & LINR TRNSF,2,Lect,20,51,39%,9.05,4.3,4.4,4.25,3.95,4.15,4.1,4.55,4.05,4.1
Spring,2016,MATTHEW SZUDZIK,MSC,21241,MATRC & LINR TRNSF,3,Lect,29,59,49%,7.69,4.69,4.66,4.62,4.28,4.38,4.62,4.76,4.66,4.62
Fall,2016,LAURENT GILLES DIETRICH,MSC,21241,MATRC & LINR TRNSF,3,Lect,30,52,58%,8.14,4.17,4.1,3.93,3.63,3.77,3.72,4.7,3.7,3.7
Fall,2016,JAMES CUMMINGS,MSC,21241,MATRC & LINR TRNSF,4,Lect,29,41,71%,8.64,4.17,4.07,4,3.71,4,3.89,4.57,3.93,4
Fall,2016,JANUSZ GINSTER,MSC,21241,MATRC & LINR TRNSF,5,Lect,26,36,72%,9.42,4.36,4.16,4,3.88,3.96,4.04,4.72,3.88,3.8
Summer,2016,scohn,MSC,21241,MATRC & LINR TRNSF,S,Lect,15,23,65%,11.93,4.53,4.4,4.47,4.07,4.27,4.4,4.8,4.2,4.2
Fall,2016,ZELEALEM YILMA,MSC,21241,MATRC & LINR TRNSF,W,Lect,17,24,71%,9.41,4.12,3.94,3.82,3.59,3.88,4.19,4.69,4.06,3.94
Spring,2016,AGOSTON PISZTORA,MSC,21242,MATRIX THEORY,1,Lect,8,11,73%,10.25,4.43,4.71,4.43,4.43,4.71,4.86,4.71,4.71,4.86
Fall,2016,AGOSTON PISZTORA,MSC,21242,MATRIX THEORY,1,Lect,17,22,77%,9.76,4.53,4.59,4.65,4.18,4.59,4.59,4.82,4.71,4.71
Fall,2016,AGOSTON PISZTORA,MSC,21242,MATRIX THEORY,2,Lect,18,22,82%,8.5,4.5,4.11,4.44,4,4.67,4.56,4.67,4.5,4.39
Spring,2016,IRINA GHEORGHICIUC,MSC,21256,MULTIVARIATE ANALYS,1,Lect,49,97,51%,9.4,4.61,4.69,4.57,4.29,4.35,4.61,4.65,4.61,4.49
Fall,2016,DANIEL RODRIGUEZ VANEGAS,MSC,21256,MULTIVARIATE ANALYS,1,Lect,65,136,48%,9.31,4.05,3.91,3.8,3.62,3.65,3.56,4.34,3.62,3.72
Spring,2016,IRINA GHEORGHICIUC,MSC,21256,MULTIVARIATE ANALYS,2,Lect,46,73,63%,9.76,4.8,4.91,4.8,4.63,4.65,4.78,4.87,4.89,4.7
Fall,2016,NIRAJ KHARE,MSC,21256,MULTIVARIATE ANALYS,W,Lect,23,42,55%,13.83,4.39,4.26,4.17,3.96,4.43,4.39,4.39,4.39,4.09
Spring,2016,RUSSELL WALKER,MSC,21257,MODL METH OPTIMIZATN,1,Lect,27,51,53%,5.58,3.41,3.44,3.52,2.96,3.56,3.11,4.11,3.22,3.44
Fall,2016,ADAM GUTTER,MSC,21257,MODL METH OPTIMIZATN,1,Lect,46,74,62%,9.18,4.04,3.37,3.7,3.43,3.69,3.39,3.65,3.07,3.28
Spring,2016,HASAN DEMIRKOPARAN,MSC,21257,MODL METH OPTIMIZATN,W,Lect,34,45,76%,10.94,4.59,4.5,4.41,4.35,4.34,4.58,4.76,4.42,4.39
Spring,2016,DANIELA MIHAI,MSC,21259,CALCULUS IN 3-D,1,Lect,66,106,62%,10.02,4.45,4.44,4.42,4.14,4.33,4.32,4.68,4.3,4.27
Fall,2016,TIMOTHY FLAHERTY,MSC,21259,CALCULUS IN 3-D,1,Lect,91,135,67%,9.31,3.58,3.76,3.71,3.14,3.54,3.54,3.91,3.21,3.34
Spring,2016,DANIELA MIHAI,MSC,21259,CALCULUS IN 3-D,2,Lect,39,64,61%,9.72,4.37,4.57,4.47,4.11,4.26,4.55,4.68,4.47,4.32
Fall,2016,TIMOTHY FLAHERTY,MSC,21259,CALCULUS IN 3-D,2,Lect,79,130,61%,9.64,3.92,3.94,3.87,3.26,3.84,3.58,4.18,3.55,3.51
Fall,2016,TIMOTHY FLAHERTY,MSC,21259,CALCULUS IN 3-D,3,Lect,66,116,57%,9.82,3.65,3.71,3.71,3.15,3.73,3.55,3.73,3.35,3.39
Summer,2016,IRINA GHEORGHICIUC,MSC,21259,CALCULUS IN 3-D,S,Lect,12,25,48%,15.5,4.5,4.75,4.75,4.42,4.25,4.67,4.58,4.58,4.58
Summer,2016,DEVI BORG,MSC,21259,CALCULUS IN 3-D,U,Lect,4,8,50%,11,3.25,3.5,3.5,2.25,3.5,3,4.25,2,2.25
Spring,2016,DANIEL SCHWARZ,MSC,21260,DIFFRENTL EQUATIONS,1,Lect,63,112,56%,8.66,4.21,4.21,4.22,3.81,3.92,4.21,4.49,4.08,4.03
Fall,2016,XIAOQIAN XU,MSC,21260,DIFFRENTL EQUATIONS,1,Lect,46,60,77%,10.04,4,3.63,3.43,3.33,3.52,3.41,4.26,3.3,3.33
Fall,2016,DAVID HANDRON,MSC,21260,DIFFRENTL EQUATIONS,2,Lect,44,76,58%,9.16,4.3,4.14,3.84,3.7,3.95,4,4.57,4,3.8
Summer,2016,weicheny,MSC,21260,DIFFRENTL EQUATIONS,S,Lect,12,20,60%,11.73,3.92,4,4,3.92,4,3.92,4.5,3.83,3.83
Spring,2016,JACK SCHAEFFER,MSC,21261,INTRO ORDNY DIFF EQT,1,Lect,27,37,73%,9,4.44,4.78,4.78,4.33,4.59,4.77,4.78,4.63,4.48
Spring,2016,JACK SCHAEFFER,MSC,21268,MULTIDIMNSL CALCULUS,1,Lect,32,48,67%,10.13,4.28,4.69,4.5,4.03,4.63,4.56,4.66,4.44,4.34
Fall,2016,JACK SCHAEFFER,MSC,21268,MULTIDIMNSL CALCULUS,1,Lect,6,12,50%,7.5,5,4.83,4.6,4.67,4.83,4.83,4.83,5,4.83
Spring,2016,IAN TICE,MSC,21269,VECTOR ANALYSIS,1,Lect,19,26,73%,12,4.89,4.89,4.79,4.68,4.74,5,4.79,5,4.95
Spring,2016,DAVID HANDRON,MSC,21270,INTRO MATH FINANCE,A,Lect,40,86,47%,8.62,3.75,3.93,3.85,3.2,3.7,3.62,4.47,3.5,3.52
Spring,2016,SHLOMO TAASAN,MSC,21292,OPERATIONS RSCH I,1,Lect,36,69,52%,8.8,3.47,3.33,3.33,3.06,3.44,3.11,4,3.17,3.22
Fall,2016,PO-SHEN LOH,MSC,21295,PUTNAM SEMINAR,A,Lect,16,22,73%,2.75,5,4.94,4.94,4.81,4.88,5,5,5,5
Fall,2016,PO-SHEN LOH,MSC,21295,PUTNAM SEMINAR,B,Lect,33,56,59%,2.87,4.94,4.84,4.87,4.77,4.81,4.87,4.93,5,4.94
Fall,2016,PO-SHEN LOH,MSC,21295,PUTNAM SEMINAR,C,Lect,19,35,54%,2.17,5,4.95,5,4.53,4.89,4.95,5,5,4.84
Fall,2016,PO-SHEN LOH,MSC,21295,PUTNAM SEMINAR,D,Lect,11,14,79%,4.18,5,4.91,5,4.73,5,5,5,5,4.91
Fall,2016,PO-SHEN LOH,MSC,21295,PUTNAM SEMINAR,E,Lect,2,4,50%,2,5,5,5,5,5,5,5,5,5
Fall,2016,CLINTON CONLEY,MSC,21300,BASIC LOGIC,A,Lect,14,31,45%,7.64,4.77,4.92,4.85,4.54,4.54,4.85,5,4.92,4.62
