Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 8,1 : Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter ,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2016,RAKESH THAPAR,ISM,95808,IT PROJECT MANAGEMNT,A4,Lect,9,11,82%,,10.67,4.56,4.67,4.56,4.67,4.78,4.67,5,4.56,4.56
Spring,2016,SUMMER FOWLER,ISM,95808,IT PROJECT MANAGEMNT,B3,Lect,23,23,100%,,7.86,4.57,4.48,4.57,3.87,4.52,4.39,4.57,4.36,4.17
Spring,2016,RYAN SMALLEY,ISM,95812,INTR ITIL FRAMEWORK,A4,Lect,21,32,66%,,5.29,4.81,4.76,4.81,4.62,4.81,4.81,4.76,4.76,4.76
Spring,2016,PEDRO FERREIRA,ISM,95819,MEAS CAUCAL EFF ONLI,A3,Lect,4,8,50%,,12,4.75,5,5,5,4.75,5,5,5,5
Spring,2016,THOMAS MURRAY,ISM,95821,PRODCT MNGMNT IN IT,A4,Lect,21,31,68%,,6.33,3.62,3.62,3.81,3.33,3.76,3.81,3.95,3.52,3.43
Spring,2016,JOSEPH MERTZ,ISM,95822,IT CONSULTING,A,Lect,8,11,73%,,11.75,5,4.88,4.88,4.75,4.88,4.75,5,4.75,4.88
Spring,2016,MARK YANALITIS,ISM,95831,ENTERPRISE ARCHTCTRS,Z3,Lect,20,32,63%,,11.21,3.95,4.35,4.4,3.65,4.55,4.4,4.45,4.2,4.25
Spring,2016,ARTUR DUBRAWSKI,ISM,95852,APPLIED DATA SCIENCE,A4,Lect,46,60,77%,,11.77,3.11,3.37,3.24,3,3.61,3.36,3.13,3.24,3.09
Spring,2016,JAMES CALLAN,ISM,95865,TEXT ANALYTICS,A4,Lect,12,15,80%,,10.5,4,3.75,3.83,4.09,4.25,4.08,4.17,4.17,4.17
Spring,2016,MICHAEL BIGRIGG,ISM,95865,TEXT ANALYTICS,B3,Lect,3,7,43%,,6,3.33,2.33,2,1.67,2.67,2,4.67,2.33,2
Spring,2016,JAMES CALLAN,ISM,95865,TEXT ANALYTICS,K4,Lect,11,16,69%,,16.4,3.91,3.91,4.18,3.64,4.36,4.45,4.09,4.18,4.09
Spring,2016,RAHUL TELANG,ISM,95866,ADV BUSINESS ANALYTC,A4,Lect,37,55,67%,,9.15,4.14,4.11,3.92,3.76,4.03,3.97,4.16,3.95,4
Spring,2016,DAVID CHOI,ISM,95868,EXPG VISUALZG DATA,A3,Lect,25,35,71%,,9.2,4.6,4.76,4.72,4.36,4.56,4.68,4.8,4.64,4.68
Spring,2016,DAVID CHOI,ISM,95868,EXPG VISUALZG DATA,B4,Lect,24,37,65%,,9.55,4.5,4.58,4.46,4.25,4.5,4.58,4.67,4.46,4.38
Spring,2016,"KHERA, P. (co-taught)",ISM,95872,ART & SCI BUS ANALY,A3,Lect,14,26,54%,,7.62,4,3.71,4.07,4,4.21,4.21,4.21,3.93,3.93
Spring,2016,"HASHIMI, S. (co-taught)",ISM,95872,ART & SCI BUS ANALY,A3,Lect,14,26,54%,,7.82,4.36,3.93,4.36,4.31,4.43,4.36,4.14,4.43,3.79
Spring,2016,VIBHANSHU ABHISHEK,ISM,95873,DGTL MKTG ANALYTICS,A3,Lect,21,28,75%,,7.85,4.57,4.19,4.33,4.43,4.57,4.24,4.67,4.29,4.05
Spring,2016,VIBHANSHU ABHISHEK,ISM,95873,DGTL MKTG ANALYTICS,B3,Lect,20,28,71%,,8.68,4.6,4.15,4.3,4.4,4.45,4.4,4.68,4.25,4.2
Spring,2016,JOHN DAVIS,ISM,95874,AGILE METHODS,A4,Lect,25,39,64%,,6.5,4.56,4.28,4.36,4.24,4.48,4.4,4.56,4.36,4.08
Spring,2016,KAREN BIGRIGG,ISM,95880,PYTHON FOR DEV,A3,Lect,29,39,74%,,10.07,4.38,4.17,4.21,4.1,4.21,4.14,4.72,4.14,4.24
Spring,2016,KAREN BIGRIGG,ISM,95880,PYTHON FOR DEV,B4,Lect,33,47,70%,,8.58,4.18,4.21,4.21,3.88,4.06,4.09,4.52,4.09,4
Spring,2016,MICHAEL BIGRIGG,ISM,95881,WEB APP DEV,A3,Lect,14,19,74%,,9.79,3.79,3.21,3,3.71,3.36,3.14,4.43,3.07,2.86
Spring,2016,KAREN BIGRIGG,ISM,95882,ENTPR WEB DEV,A4,Lect,15,22,68%,,9.2,4.6,4.47,4.53,4.4,4.47,4.53,4.67,4.47,4.27
Spring,2016,"KENNEDY, B. (co-taught)",ISM,95883,ETH PENETRATION TSTG,A3,Lect,23,31,74%,,16.48,4.17,3.78,3.91,3.61,4.09,3.7,4.48,3.87,3.87
Spring,2016,"COOK, M. (co-taught)",ISM,95883,ETH PENETRATION TSTG,A3,Lect,23,31,74%,,16.71,4.09,3.68,3.95,3.77,4.14,3.68,4,3.82,3.91
Spring,2016,"KENNEDY, B. (co-taught)",ISM,95884,NETWORK DEFENSES,A4,Lect,12,16,75%,,7,4.25,4.5,4.42,4.08,4.33,4.42,4.67,4.33,4.25
Spring,2016,"HERR, C. (co-taught)",ISM,95884,NETWORK DEFENSES,A4,Lect,12,16,75%,,7.25,4.25,4.42,4.33,4.08,4.25,4.33,4.67,4.17,4.17
Spring,2016,RAJA SOORIAMURTHI,ISM,95885,PRACTICAL DATA SCI,A3,Lect,3,4,75%,,9,5,5,5,5,5,5,5,5,5
Spring,2016,RICHARD CARTER,ISM,95886,ENTERPRISE FOR INNOV,K4,Lect,8,12,67%,,8,4.13,3.25,3.5,4,4.25,3.63,4.38,3.38,3.13
Spring,2016,TIMOTHY OLOUGHLIN,ISM,95900,INTERNSHIP,K,Lect,1,3,33%,,27,4,5,4,5,5,5,5,5,5
Spring,2016,VIBHANSHU ABHISHEK,ISM,95903,INDEPENDENT STUDY,A,Lect,2,2,100%,,8,4.5,4.5,5,5,5,4.5,5,5,5
Spring,2016,ARI LIGHTMAN,ISM,95906,INDEPENDENT STUDY,B,Lect,3,4,75%,,5,5,5,5,5,5,5,5,5,5
Spring,2016,KARYN MOORE,PMP,91729,BUS ANALYTICS MGRS,A4,Lect,17,22,77%,,6.69,4.18,4.06,4.24,3.65,4.24,4.12,4.5,3.94,3.82
Spring,2016,MURLIKRISHNA VISWANATHAN,PMP,91802,INFORMTN SYS MANGERS,K,Lect,9,18,50%,,6,4.33,4.22,4.22,4.22,4.11,4,4.89,4.11,3.67
Spring,2016,MARTIN GAYNOR,PMP,91803,ECO PRINC PLCY ANLYS,A,Lect,19,27,70%,,6.5,4,4.16,4.11,3.68,4.22,4.32,4.53,4,3.84
Spring,2016,ROBERT BARTOLACCI,PMP,91804,FINANCL ANLYS MANGRS,A,Lect,22,26,85%,,6.36,4.14,4.19,4.14,3.67,4.14,3.95,4.64,3.73,3.64
Spring,2016,DENISE ROUSSEAU,PMP,91809,ORGANIZATNL CHANGE,A4,Lect,28,30,93%,,5.32,4.93,4.32,4.43,4.14,4.75,4.64,4.82,4.79,4.43
Spring,2016,JOSEPH BALESTREIRE,PMP,91844,MNG CUSTOMER EXP,A,Lect,7,12,58%,,6.5,4.57,4.57,4.57,4.43,4.86,4.71,4.86,4.71,4.71
Spring,2016,LOLA MASON,PMP,91869,CONFLICT RESOLUTION,Z4,Lect,11,15,73%,,6.2,4.64,4.09,4.36,4.64,4.73,4.73,4.73,4.55,4.36
Spring,2016,SILVIA BORZUTZKY,PPP,90703,WOMEN & PUBLIC POLCY,A3,Lect,15,19,79%,,7.2,4.87,4.47,4.21,4.67,4.73,4.6,4.93,4.73,4.53
Spring,2016,EMIL BOLONGAITA,PPP,90705,POLICY ANALYSIS I,K,Lect,4,10,40%,,9.5,4.25,4.5,4.25,3.75,4.75,4.25,4.75,4.5,4.25
Spring,2016,TIMOTHY OLOUGHLIN,PPP,90706,POLICY ANALYSIS II,K,Lect,7,10,70%,,5.43,5,4.14,4.29,4.71,4.57,4,5,4.14,3.86
Spring,2016,PETER MADSEN,PPP,90708,HEALTHCARE ETHICS,A4,Lect,21,29,72%,,4.86,4.81,4.76,4.71,4.57,4.57,4.86,4.86,4.81,4.76
Spring,2016,JANUSZ SZCZYPULA,PPP,90711,STATISTICAL METHODS,K,Lect,11,17,65%,,8.4,4.73,4.82,4.82,4.64,4.82,4.82,5,4.91,4.82
Spring,2016,SILVIA BORZUTZKY,PPP,90713,POL & PLTCS INTL PER,A,Lect,21,25,84%,,8.43,4.81,4.81,4.71,4.71,4.81,4.76,4.81,4.81,4.71
Spring,2016,SILVIA BORZUTZKY,PPP,90713,POL & PLTCS INTL PER,B,Lect,16,19,84%,,8.75,4.5,4.56,4.69,4.56,4.5,4.56,4.81,4.5,4.38
Spring,2016,SILVIA BORZUTZKY,PPP,90714,POL & PLTC AM POL IN,A,Lect,16,19,84%,,6.69,4.94,4.81,4.63,4.94,4.75,4.81,4.88,4.81,4.75
Spring,2016,STACY ROSENBERG,PPP,90718,STRTGC PRSNTN SKILLS,A3,Lect,10,12,83%,,6.88,4.8,4.8,4.9,4.9,4.8,4.6,4.9,4.7,4.4
Spring,2016,BETH WALTER,PPP,90718,STRTGC PRSNTN SKILLS,B3,Lect,9,11,82%,,6,4.44,4.44,4.44,4.22,4.56,4.56,4.44,4.67,4.33
Spring,2016,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,C3,Lect,11,11,100%,,6.09,4.82,4.73,4.91,4.73,4.55,4.73,4.82,4.73,4.45
Spring,2016,STACY ROSENBERG,PPP,90718,STRTGC PRSNTN SKILLS,D4,Lect,8,10,80%,,5.38,4.75,4.88,4.75,4.88,4.63,4.88,4.75,4.88,4.75
Spring,2016,STACY ROSENBERG,PPP,90718,STRTGC PRSNTN SKILLS,E4,Lect,11,12,92%,,6.91,4.82,4.73,4.82,4.82,4.91,4.73,4.91,4.82,4.82
Spring,2016,BETH WALTER,PPP,90718,STRTGC PRSNTN SKILLS,F4,Lect,7,9,78%,,8.43,5,4.86,5,4.57,5,5,4.43,4.57,4.71
Spring,2016,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,G3,Lect,11,11,100%,,5.27,5,4.82,5,4.73,4.73,4.91,5,5,4.91
Spring,2016,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,H4,Lect,7,12,58%,,5.43,4.86,4.86,4.86,4.86,4.71,4.57,4.86,4.86,4.57
Spring,2016,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,I4,Lect,8,10,80%,,5.43,4.75,4.63,4.63,4.75,4.75,4.75,4.75,4.63,4.63
Spring,2016,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,J3,Lect,12,12,100%,,7,4.92,4.92,5,4.67,4.83,4.92,4.75,4.83,4.67
Spring,2016,"JARAMILLO, P. (co-taught)",PPP,90720,PHYS TCHNCL SYS II,A,Lect,3,3,100%,,11,2,2.33,2,1.67,2,2.33,2.33,1.67,1.33
Spring,2016,"MILLER, J. (co-taught)",PPP,90720,PHYS TCHNCL SYS II,A,Lect,3,3,100%,,11,2.33,2,2,3,2.33,2,4,2.33,1.33
Spring,2016,LAURA SYNNOTT,PPP,90721,HEALTHCARE MNGEMNT,A3,Lect,17,18,94%,,8.53,4.12,3.59,3.59,3.59,4.06,4.06,3.76,3.82,4.06
Spring,2016,JONATHAN CAULKINS,PPP,90722,MNGMNT SCIENCE I,A3,Lect,26,31,84%,,11.65,4.15,4.04,4.35,3.65,4.58,4.12,4.15,4.08,4.08
Spring,2016,JONATHAN CAULKINS,PPP,90722,MNGMNT SCIENCE I,B3,Lect,22,32,69%,,11.48,4.45,4.59,4.5,4.09,4.5,4.33,4.41,4.36,4.32
Spring,2016,JONATHAN CAULKINS,PPP,90722,MNGMNT SCIENCE I,C3,Lect,29,35,83%,,11.55,4.71,4.89,4.93,4.45,4.83,4.76,4.69,4.76,4.76
Spring,2016,ADAM RESNICK,PPP,90722,MNGMNT SCIENCE I,D3,Lect,13,22,59%,,12,4.46,4.17,4,3.77,4.31,4.15,4.85,3.85,3.77
Spring,2016,KATHLEEN SMITH,PPP,90724,FINANCIAL ANALYSIS,A,Lect,58,64,91%,,10.74,4.16,4.29,4.28,3.55,4.22,4.12,4.38,4.05,3.86
Spring,2016,KATHLEEN SMITH,PPP,90724,FINANCIAL ANALYSIS,B,Lect,41,44,93%,,8.29,4.27,4.39,4.27,3.78,4.37,4.24,4.56,4.12,4.02
Spring,2016,TIONG LIM,PPP,90724,FINANCIAL ANALYSIS,K,Lect,9,13,69%,,10,3.56,3,3.56,2.67,3.56,2.33,3.11,2.78,2.89
Spring,2016,KARYN MOORE,PPP,90728,INTRO DATABSE MGMNT,A3,Lect,23,29,79%,,9.17,3.91,3.57,3.96,3.48,4.22,4.13,4.09,3.83,3.39
Spring,2016,GEORGE WHITMER,PPP,90733,URBAN DEVELOPMENT,A4,Lect,5,8,63%,,5.6,3.4,3.4,3.4,3.4,3.4,3.8,3.8,3.2,3.4
Spring,2016,JANE DOWNING,PPP,90734,URBAN POLICY,A4,Lect,14,19,74%,,6.71,4.64,3.86,4.07,3.71,4.57,4.64,4.79,4.43,4.29
Spring,2016,JOEL RUBIN,PPP,90739,SYSTMS SYNTHESIS I,V,Lect,3,6,50%,,13,5,5,5,5,5,5,5,5,5
Spring,2016,ANDREW RICHMAN,PPP,90739,SYSTMS SYNTHESIS I,W,Lect,7,7,100%,,13.29,4.57,3.71,3.71,4.14,4.43,3.71,3.86,4,3.57
Spring,2016,DENISE LAWSON,PPP,90739,SYSTMS SYNTHESIS I,X,Lect,5,7,71%,,12.2,3.2,3.6,3.4,3.4,3.4,3,3,3,2.6
Spring,2016,LEE BRANSTETTER,PPP,90745,METH POL AN INTL POL,A,Lect,17,22,77%,,10.53,4.12,3.53,3.71,3.53,4.35,4.29,4.18,4.06,3.82
Spring,2016,EDSON SEVERNINI,PPP,90747,COST BENEFIT ANLYSIS,A3,Lect,16,18,89%,,12.25,3.75,3.94,3.94,3.25,4.4,4.31,4.56,3.69,3.56
Spring,2016,PATRICIA FOLAN,PPP,90748,REAL EST DEVLPMENT,A4,Lect,9,11,82%,,5.33,2.67,2.44,2.22,2.22,2.78,2.11,4.22,2.22,2.22
Spring,2016,JONATHAN CAULKINS,PPP,90760,MANAGMENT SCIENCE II,A4,Lect,24,30,80%,,11.17,4.63,4.42,4.29,3.96,4.75,4.38,4.33,4.42,4.38
Spring,2016,JONATHAN CAULKINS,PPP,90760,MANAGMENT SCIENCE II,B4,Lect,24,28,86%,,12.5,4.25,4.33,4.54,3.63,4.54,4.04,4.17,4.08,4.29
Spring,2016,JONATHAN CAULKINS,PPP,90760,MANAGMENT SCIENCE II,C4,Lect,23,30,77%,,13.09,4.7,4.61,4.57,4.13,4.7,4.52,4.65,4.61,4.61
Spring,2016,ADAM RESNICK,PPP,90760,MANAGMENT SCIENCE II,D4,Lect,19,29,66%,,11.11,4.47,4.16,4.16,3.89,4.32,4.26,4.58,4.11,4.16
Spring,2016,JOEL TARR,PPP,90765,CITIES TECH ENVIRNMT,A3,Lect,10,17,59%,,5.3,4.4,4.3,4.4,4.2,4.4,4.4,5,4.4,4.2
Spring,2016,Robert Strauss,PPP,90774,PUBLIC EXPEND ANALY,A,Lect,10,10,100%,,9.6,4,3.5,3.6,2.9,4.2,3.9,3.5,3.8,3.6
Spring,2016,GARY FRANKO,PPP,90782,MULTI MEDIA,A,Lect,12,21,57%,,9.18,4.92,5,5,4.83,5,4.92,5,4.92,4.92
Spring,2016,MATTHEW MEHALIK,PPP,90789,SUSTAINABLE COMM DEV,A,Lect,12,13,92%,,7.5,4.67,4.75,4.75,4.75,4.67,4.58,4.92,4.5,4.58
Spring,2016,MATTHEW MEHALIK,PPP,90789,SUSTAINABLE COMM DEV,K,Lect,1,4,25%,,5,4,4,4,4,4,3,5,3,3
Spring,2016,SHELBY STEWMAN,PPP,90792,APPLIED DEMOGRAPHY,A,Lect,1,2,50%,,8,2,1,1,2,2,2,1,1,2
Spring,2016,GARY FRANKO,PPP,90801,DESKTOP PUBLISHING,A4,Lect,18,21,86%,,6.41,4.83,4.94,4.83,4.56,4.72,4.67,4.94,4.78,4.89
Spring,2016,GARY FRANKO,PPP,90801,DESKTOP PUBLISHING,B3,Lect,15,17,88%,,6.93,4.87,4.8,4.87,4.73,4.8,4.8,4.87,4.8,4.73
Spring,2016,KAREN BIGRIGG,PPP,90812,INTRO TO PYTHON,A3,Lect,26,33,79%,,8.04,4.19,4.15,4.19,3.84,4.12,3.92,4.36,3.92,3.73
Spring,2016,DEBORAH STINE,PPP,90813,ENVIR POLITIC POLI,A4,Lect,2,3,67%,,12.5,2.5,2,2.5,3,3.5,2.5,4,2.5,2.5
Spring,2016,Robert Strauss,PPP,90817,RGNL FINANCE ED PLCY,A,Lect,2,2,100%,,8,5,5,4.5,5,5,5,4.5,4.5,4.5
Spring,2016,BRIAN KOVAK,PPP,90822,IMMGTN RES: INT & CR,A3,Lect,23,26,88%,,7.65,5,5,4.96,4.96,5,5,4.91,5,4.96
Spring,2016,AMELIA HAVILAND,PPP,90823,PROGRAM EVALUATION,A,Lect,14,18,78%,,7.57,4.64,4.07,4.21,3.93,4.57,4,4.57,4.14,4.07
Spring,2016,ANTHONY CHEESEBROUGH,PPP,90824,COST BENEFIT ANALYS,W3,Lect,13,20,65%,,8.23,4.85,4.69,4.46,4.15,4.5,4,5,4.46,4.31
Spring,2016,PAUL CHAPMAN,PPP,90827,ECONOMICS DEVELPMENT,K,Lect,8,16,50%,,6.88,5,4.75,4.75,4.88,5,4.75,5,4.63,4.75
Spring,2016,LYNNE PASTOR,PPP,90830,INTRO FIN MGT HLTHCR,A3,Lect,12,19,63%,,4.4,3.5,3.67,4.08,3.25,4.25,3.5,3.83,3.33,3.5
Spring,2016,DENIS LUKES,PPP,90831,ADV FIN MGT HLTH CRE,A4,Lect,19,23,83%,,5.83,4.58,4.17,4.22,4.11,4.5,4.22,4.76,4,4.11
Spring,2016,TINA HERSHEY,PPP,90832,HEALTH LAW,A3,Lect,15,28,54%,,8,4.47,4.53,4.47,3.87,4.33,4.4,4.73,4.27,4
Spring,2016,HAROLD SAFFERSTEIN,PPP,90833,POPULATION HEALTH,A3,Lect,12,26,46%,,5.55,3.17,2.75,2.75,2.58,3.25,2.92,3.75,2.75,2.83
Spring,2016,KRISTEN KURLAND,PPP,90834,HEALTH CARE GIS,A,Lect,17,20,85%,,10.82,4.71,4.59,4.65,4.35,4.76,4.53,4.71,4.71,4.76
Spring,2016,JONATHAN DELANO,PPP,90842,PUBLIC POL IMPLEMENT,A4,Lect,16,20,80%,,8.63,4.5,4.25,4.27,3.73,4.25,4.31,4.69,4.13,4.19
Spring,2016,TOBY RITTNER,PPP,90843,UN DEV TOOL SUS DEV,A3,Lect,16,22,73%,,7.79,4.19,3.94,4.19,3.53,4.47,4.4,4.07,4.27,4.13
Spring,2016,SAMUEL FRANKLIN,PPP,90862,ED POLICY MOD WKSHP,A,Lect,11,12,92%,,8,4.6,3.4,4,4.1,5,3.9,4.89,4.2,3.7
Spring,2016,M SERMONS,PPP,90872,USING R POL DATA ANA,W4,Lect,13,20,65%,,8,3.92,3,3.31,2.62,3.54,2.77,4.62,2.92,2.85
Spring,2016,JAMES JORDAN,PPP,90877,HLTH CARE MARKETING,A4,Lect,21,28,75%,,8.9,2.62,2,2.29,2.19,2.67,2.38,2.81,2.33,2.33
Spring,2016,GEORGE KRUMBHAAR,PPP,90894,PLCY TPC I FED BDGT,A4,Lect,7,9,78%,,5.86,4.71,4.43,4.57,4.57,4.83,5,5,4.71,4.71
Spring,2016,"CRANE, E. (co-taught)",PPP,90895,POL TP CYBERSEC PLY,W4,Lect,16,21,76%,,6.13,4.44,4.31,4.25,3.69,4.63,4.25,4.75,4.25,4.13
Spring,2016,"NOVY, R. (co-taught)",PPP,90895,POL TP CYBERSEC PLY,W4,Lect,16,21,76%,,6.5,4.38,4.13,4.13,3.5,4.56,4.19,4.73,4.19,4.19
Spring,2016,SUSAN REICHLE,PPP,90896,PL TP: INTRNL DVL PL,W3,Lect,11,20,55%,,7.45,4.82,4.27,4.64,4,4.91,4.55,4.91,4.64,4.64
Spring,2016,RAHUL TELANG,PPP,90902,PHD SEMINAR II,A,Lect,7,10,70%,,6.29,4.14,4.29,4.43,4.29,4.71,4.29,4.71,4.29,3.86
Spring,2016,DANIEL NEILL,PPP,90904,RSCH SEM MCHN LRG PL,A3,Lect,2,2,100%,,6.5,4.5,4.5,4.5,4,5,4.5,5,4.5,4.5
Spring,2016,EDSON SEVERNINI,PPP,90906,INTRO ECONMTRC THEO,A,Lect,12,16,75%,,19.5,3.75,3.08,3.25,3,3.92,3.17,4.42,3.42,2.83
Spring,2016,DAVID KRACKHARDT,PPP,90916,INTERMD SOCIAL NTWRK,A4,Lect,8,13,62%,,9.13,4.63,4.38,4.75,4.25,4.63,4.88,4.63,4.75,4.5
Spring,2016,PAMELA LEWIS,PPP,90929,PHD PRAC PRS III,A3,Lect,4,4,100%,,5.75,5,4.75,5,5,5,5,5,5,5
Spring,2016,PAMELA LEWIS,PPP,90930,PHD PRAC PRS IV,A4,Lect,2,2,100%,,6.5,5,5,5,5,5,5,5,5,5
Spring,2016,STEPHEN FIENBERG,PPP,90931,LARC GRADUATE SEMNR,B,Lect,8,13,62%,,9.63,4.75,4.63,4.71,4.75,4.63,4.75,4.75,4.75,4.75
Spring,2016,BRETT CRAWFORD,PPP,90971,INDEPENDENT STUDY,A,Lect,1,3,33%,,14,5,4,4,5,5,4,5,5,5
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,20: Hrs Per Week 9,21: Interest in student learning,22: Explain course requirements,23: Clear learning goals,24: Feedback to students,25: Importance of subject,26: Explains subject matter,27: Show respect for students,28: Overall teaching,29: Overall course,
,2016,,,,Year of 2016,,,145,219,66%,14.1,4.59,4.49,4.46,4.46,4.51,4.45,4.69,4.48,4.32,
Spring,2016,JERRY COLTIN,PROJECT,90740,SYSTEMS SYNTHESIS,A,Lect,5,6,83%,15.4,4.4,4.2,4.2,4.2,4.2,4.2,4,3.8,4.6,
Spring,2016,BRETT CRAWFORD,PROJECT,90740,SYSTEMS SYNTHESIS,B,Lect,5,6,83%,16.8,5,5,5,5,5,5,5,5,5,
Spring,2016,JOEL TARR,PROJECT,90740,SYSTEMS SYNTHESIS,C,Lect,2,4,50%,8,5,3,3,4,4,3,4,4,3,
Spring,2016,DAVID LASSMAN,PROJECT,90740,SYSTEMS SYNTHESIS,D,Lect,3,6,50%,8,4.33,4.33,4.33,3.67,4,4,4.67,4,4,
Spring,2016,GREGORY LAGANA,PROJECT,90740,SYSTEMS SYNTHESIS,E,Lect,1,4,25%,11,3,1,1,2,4,1,3,2,2,
Spring,2016,LEE BRANSTETTER,PROJECT,90740,SYSTEMS SYNTHESIS,F,Lect,4,6,67%,15,4.75,4.25,4.5,4.5,4.5,4.25,4.5,4.75,4.5,
Spring,2016,KRISTEN KURLAND,PROJECT,90740,SYSTEMS SYNTHESIS,G,Lect,5,6,83%,8,5,5,5,5,5,5,5,5,5,
Spring,2016,JAMES JORDAN,PROJECT,90740,SYSTEMS SYNTHESIS,H,Lect,4,5,80%,16.33,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,
Spring,2016,TIMOTHY ZAK,PROJECT,90740,SYSTEMS SYNTHESIS,I,Lect,3,4,75%,18.33,5,5,4.33,4.67,4.33,5,5,5,4,
Spring,2016,MICHAEL BLACKHURST,PROJECT,90740,SYSTEMS SYNTHESIS,J,Lect,4,5,80%,13,4.67,4,4,4.67,4.67,4,4,4.33,4,
Spring,2016,SHELBY STEWMAN,PROJECT,90740,SYSTEMS SYNTHESIS,M,Lect,1,4,25%,11,3,2,2,1,3,1,2,2,3,
Spring,2016,STANLEY CALDWELL,PROJECT,90740,SYSTEMS SYNTHESIS,O,Lect,4,4,100%,14.25,4.5,4.5,4.5,5,5,4.75,5,4.75,4.5,
Spring,2016,RANDALL TRZECIAK,PROJECT,94739,CAPSTONE PROJECT,A,Lect,3,4,75%,16,4.33,4,3.67,3.33,3.33,4,4.33,4,4,
Spring,2016,JERIA MCKNIGHT,PROJECT,94739,CAPSTONE PROJECT,B,Lect,3,6,50%,10,4.67,5,4.67,4.67,5,4.67,5,5,4.67,
Spring,2016,DANIEL COSTA,PROJECT,94739,CAPSTONE PROJECT,C,Lect,3,5,60%,9,5,5,5,5,4.67,4.67,5,4.67,4.67,
Spring,2016,REMA PADMAN,PROJECT,95720,INFO SYSTEMS PROJECT,A,Lect,2,5,40%,12.5,5,5,5,5,5,5,5,5,5,
Spring,2016,VIJAY VADLAMUDI,PROJECT,95720,INFO SYSTEMS PROJECT,AA,Lect,4,5,80%,12.5,4.5,4.5,4.5,4.75,4.5,4.5,4.75,4.5,4.5,
Spring,2016,RAJA SOORIAMURTHI,PROJECT,95720,INFO SYSTEMS PROJECT,B,Lect,5,5,100%,13,5,4.4,4.6,4.6,4.6,4.6,5,4.6,4.6,
Spring,2016,VIJAY VADLAMUDI,PROJECT,95720,INFO SYSTEMS PROJECT,BB,Lect,4,5,80%,20.75,4.75,4.75,5,4.75,5,4.75,5,4.75,4.75,
Spring,2016,ZHEN QIAN,PROJECT,95720,INFO SYSTEMS PROJECT,C,Lect,3,5,60%,20.67,4,4,4,3.33,4,3.67,4.33,3.67,4,
Spring,2016,SEAN AMMIRATI,PROJECT,95720,INFO SYSTEMS PROJECT,CC,Lect,2,3,67%,14,4.5,3.5,4.5,4.5,5,5,4.5,4.5,5,
Spring,2016,LOUIS MELOCCHI,PROJECT,95720,INFO SYSTEMS PROJECT,D,Lect,2,5,40%,6.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,
Spring,2016,SUMMER FOWLER,PROJECT,95720,INFO SYSTEMS PROJECT,DD,Lect,2,4,50%,14,4,4,4,3.5,3.5,3.5,4.5,3.5,4,
Spring,2016,EDWARD BARR,PROJECT,95720,INFO SYSTEMS PROJECT,E,Lect,3,4,75%,13.33,4.67,4.5,4.67,4.33,4.33,4,4.67,4.33,4.33,
Spring,2016,CHRISTOPHER HERR,PROJECT,95720,INFO SYSTEMS PROJECT,EE,Lect,3,4,75%,13,4.33,4.67,4.33,4,4.33,4.33,5,4.67,4.33,
Spring,2016,RANDY WEINBERG,PROJECT,95720,INFO SYSTEMS PROJECT,F,Lect,3,4,75%,12,3.67,3.67,3.67,3.67,4,4,3.67,3.67,3.67,
Spring,2016,TIMOTHY SHIMEALL,PROJECT,95720,INFO SYSTEMS PROJECT,FF,Lect,3,4,75%,13,5,5,4.67,5,5,5,5,5,4.67,
Spring,2016,THOMAS MURRAY,PROJECT,95720,INFO SYSTEMS PROJECT,G,Lect,2,4,50%,11,5,5,5,5,5,5,5,5,2,
Spring,2016,JOHN OSTLUND,PROJECT,95720,INFO SYSTEMS PROJECT,GG,Lect,4,5,80%,15.25,3.75,4,4,4.25,3.75,3.75,4.5,3.5,2.5,
Spring,2016,ARI LIGHTMAN,PROJECT,95720,INFO SYSTEMS PROJECT,H,Lect,3,5,60%,6.5,5,5,5,5,5,5,5,5,5,
Spring,2016,DON TAYLOR,PROJECT,95720,INFO SYSTEMS PROJECT,I,Lect,1,4,25%,8,5,5,5,5,5,5,5,5,5,
Spring,2016,SAKIR YUCEL,PROJECT,95720,INFO SYSTEMS PROJECT,N,Lect,5,5,100%,13.6,4.2,4.6,4.2,4,4,4,5,4.4,3,
Spring,2016,VIBHANSHU ABHISHEK,PROJECT,95720,INFO SYSTEMS PROJECT,O,Lect,1,4,25%,24,5,5,5,5,5,5,5,5,5,
