Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter ,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2014,ROBERTA KLATZKY,PSY,85795,APPLCTNS COG SCIENCE,A,Lect,1,2,50%,8,4,4,4,5,4,4,5,4,4
Spring,2014,KARIM KASSAM,SDS,88120,REASN PASSN & COGNTN,A,Lect,59,97,61%,6.02,4.2,4.37,4.36,3.47,4.36,4.37,4.61,4.25,4.17
Spring,2014,ANDREW BAUSCH,SDS,88124,FR SEM: DEMOCR & WAR,A,Lect,8,15,53%,9.13,3,2.75,2.88,3.14,2.75,2.5,3.25,2.38,2.25
Spring,2014,MARY JO MILLER,SDS,88184,TPC LAW BILL OF RGHT,A,Lect,16,34,47%,5.38,4.69,4.5,4.56,4.19,4.75,4.38,4.88,4.44,4.63
Spring,2014,COLIN CLARKE,SDS,88205,COMPARATIVE POLITICS,A,Lect,16,32,50%,7.63,4.63,4.25,4.38,4.19,4.94,4.69,4.75,4.56,4.25
Spring,2014,CHRISTINA FONG,SDS,88221,POLICY ANALYSIS II,A,Lect,12,26,46%,8,4.58,4.42,4.42,4.17,4.58,3.92,4.58,4.08,4.17
Spring,2014,PAUL FISCHBECK,SDS,88223,DEC AN DEC SUP SYST,A,Lect,46,94,49%,10,3.91,3.89,3.87,3.26,4.41,3.57,4.02,3.52,3.8
Spring,2014,JOHN GASPER,SDS,88223,DEC AN DEC SUP SYST,W,Lect,4,7,57%,9.5,5,5,4.75,5,5,4.75,5,5,5
Spring,2014,"SCHEINES, R. (co-taught)",SDS,88252,EMP RSRCH SOC SCI PL,A,Lect,5,12,42%,6.2,4.8,4.4,4.4,3.8,4.8,4.2,4.6,4.4,4.6
Spring,2014,"BHARGAVA, S. (co-taught)",SDS,88252,EMP RSRCH SOC SCI PL,A,Lect,5,12,42%,6.2,4.8,4.2,4.4,3.8,4.8,4.2,4.6,4.6,4.6
Spring,2014,ERTE XIAO,SDS,88260,ORGANIZATIONS,A,Lect,17,35,49%,5.71,3.29,2.88,3,2.24,2.88,2.65,3.82,2.24,2.47
Spring,2014,KAZUTO OHTSUKI,SDS,88320,DOM POL & INTL AFFRS,A,Lect,4,14,29%,4.25,4.5,3.5,3.75,3.75,3.75,3,4.25,2.75,3
Spring,2014,MINA CIKARA,SDS,88355,SOCIAL BRAINS,A,Lect,11,15,73%,5.27,4.9,4.78,4.9,4.4,4.9,4.8,4.9,4.9,4.9
Spring,2014,"MARKEY, A. (co-taught)",SDS,88365,BEHVL ECONMCS PUB PL,A,Lect,7,13,54%,6.29,4.71,4.57,4.57,4.43,4.71,4.43,5,4.57,4.57
Spring,2014,"VANEPPS, E. (co-taught)",SDS,88365,BEHVL ECONMCS PUB PL,A,Lect,7,13,54%,6.29,4.43,4.86,4.86,4.71,4.71,4.86,5,4.71,4.71
Spring,2014,SAURABH BHARGAVA,SDS,88367,BEHVL ECONMICS WILD,A,Lect,12,19,63%,5.25,4.25,4.5,4.42,4.25,4.5,4.33,4.58,4.42,4.42
Spring,2014,DAVID HOUNSHELL,SDS,88371,ENTRPR REGL TCH CHNG,A,Lect,4,11,36%,6.5,4.25,3.5,4.25,3.5,4,4,4.25,3.75,4
Spring,2014,ANNA PECHENKINA,SDS,88389,TERRORSM & INSURGCY,A,Lect,19,21,90%,7.53,4.68,4.89,4.68,4.74,4.68,4.39,4.95,4.42,4.63
Spring,2014,GEOFFREY MCGOVERN,SDS,88393,LEG DEC MAK: US CONG,A,Lect,14,18,78%,7.57,4.86,4.5,4.57,4.21,4.79,4.5,4.71,4.5,4.5
Spring,2014,RUSSELL GOLMAN,SDS,88402,MODLG COMPLX SOC SYS,A,Lect,5,9,56%,8,4.6,4.6,4.4,4.4,5,4.6,4.8,4.6,4.6
Spring,2014,ADRIEN QUERBES,SDS,88404,ECON NETWORKS & INFO,A,Lect,3,6,50%,9,3,3.33,3.33,3.33,3.33,3.33,3.33,3,3
Spring,2014,STEPHEN BROOMELL,SDS,88405,RISK PERCPTN COMMNCT,A,Lect,15,31,48%,7.2,4.67,4.6,4.53,4.2,4.67,4.67,4.8,4.6,4.53
Spring,2014,DAVID HOUNSHELL,SDS,88413,ENERGY & CLIMATE,A,Lect,5,11,45%,10.4,4.4,4.2,4.2,2.8,4.8,4.6,4.4,4.6,4.4
Spring,2014,LEE BRANSTETTER,SDS,88432,INTL PLY DC MDL WKSP,A,Lect,1,5,20%,11,5,5,5,4,5,5,5,4,5
Spring,2014,STEPHEN BROOMELL,SDS,88435,ANLYS UNCTN SOC SYS,A,Lect,11,19,58%,6.09,4.91,4.73,4.73,4.36,4.82,4.91,5,4.82,4.91
Spring,2014,KIRON SKINNER,SDS,88450,IRP CAPTN PLY FORUM,A,Lect,5,6,83%,8,3.8,3.6,3.8,4.4,4.6,3.6,3.6,3.6,4.2
Spring,2014,"MATTHEWS, D. (co-taught)",SDS,88451,PLCY ANALYS SENR PRJ,A,Lect,1,4,25%,11,5,5,5,5,5,5,5,5,5
Spring,2014,"CASMAN, E. (co-taught)",SDS,88451,PLCY ANALYS SENR PRJ,A,Lect,1,4,25%,11,1,1,1,1,1,1,1,1,1
Spring,2014,"KLIMA, K. (co-taught)",SDS,88451,PLCY ANALYS SENR PRJ,B,Lect,1,3,33%,24,5,5,5,5,5,5,5,5,5
Spring,2014,"ARGO, N. (co-taught)",SDS,88451,PLCY ANALYS SENR PRJ,B,Lect,1,3,33%,24,5,5,5,5,5,5,5,5,5
Spring,2014,STEPHEN BROOMELL,SDS,88635,ANALY UNCTN SOCL SYS,A,Lect,3,3,100%,10,5,5,4.33,4.67,5,4.33,5,5,4.67
Spring,2014,"MARKEY, A. (co-taught)",SDS,88665,BEHVL ECONM PBL PLY,A,Lect,2,2,100%,8,5,4,4,4.5,4.5,5,4.5,4.5,5
Spring,2014,"VANEPPS, E. (co-taught)",SDS,88665,BEHVL ECONM PBL PLY,A,Lect,2,2,100%,8,4,4,4,4.5,5,4.5,4.5,4.5,5
Spring,2014,SAURABH BHARGAVA,SDS,88667,BEHAVIORL ECONMC WLD,A,Lect,2,2,100%,6.5,4.5,4.5,4.5,4.5,4.5,4,4.5,4,4
Spring,2014,DAVID HOUNSHELL,SDS,88771,ENTRPN REG & TECH CH,A,Lect,3,3,100%,10,5,4.33,4.33,4.33,4.67,4.67,5,4.67,4.33
Spring,2014,MINA CIKARA,SDS,88775,GRP PROC& INTGRP REL,A,Lect,9,10,90%,9.67,4.78,4.56,4.56,4,5,4.78,5,4.89,4.67
Spring,2014,ANDREW THOMAS,STA,36148,FRESH SEM STATISTICS,A,Lect,8,16,50%,3.5,4.25,3.88,3.75,4.13,4,4.13,4.63,3.88,4
Spring,2014,PETER FREEMAN,STA,36149,FRESH SEM STATISTICS,A,Lect,10,15,67%,5.9,4.6,4.8,4.7,4.9,4.8,4.7,4.9,4.8,4.8
Spring,2014,PETER FREEMAN,STA,36198,RESCH TRAINING STATS,A,Lect,1,3,33%,5,5,5,5,5,5,5,5,5,5
Spring,2014,GORDON WEINBERG,STA,36201,STATS REASON PRACTCE,1,Lect,96,199,48%,5.45,4.54,4.64,4.7,4.38,4.63,4.67,4.64,4.53,4.41
Spring,2014,GORDON WEINBERG,STA,36202,STATISTICAL METHODS,1,Lect,107,212,50%,5.08,4.51,4.77,4.67,4.53,4.51,4.73,4.72,4.57,4.41
Spring,2014,MARIA FERREYRA,STA,36208,REGRESSION ANALYSIS,1,Lect,1,2,50%,8,3,1,1,2,2,2,5,2,2
Spring,2014,ALESSANDRO RINALDO,STA,36217,PROB THEO RNDM PROC,A,Lect,66,144,46%,7.54,4.14,4.32,4.19,3.7,4.03,4.03,4.27,3.97,3.78
Spring,2014,ALEX ROJAS PENA,STA,36217,PROB THEO RNDM PROC,W,Lect,15,19,79%,8.47,3,2.33,2.4,2.6,3,2.2,2.87,2.07,1.93
Spring,2014,KATHRYN ROEDER,STA,36220,ENGR STAT QUAL CTRL,A,Lect,60,96,63%,7.31,3.8,3.48,3.33,3.1,3.5,2.77,4.02,2.88,2.87
Spring,2014,JESSICA CISEWSKI,STA,36226,INTRO STATCL INFRCE,A,Lect,70,130,54%,8.69,4.4,4.37,4.39,4.23,4.27,4.32,4.61,4.41,4.3
Spring,2014,KATHRYN ROEDER,STA,36247,STATS FOR LAB SCIENC,A,Lect,12,20,60%,6,4.08,4,3.92,3.73,3.92,3.42,4,3.5,3.5
Spring,2014,"GAUGLER, T. (co-taught)",STA,36303,SAMPLING SURVEY SOC,A,Lect,33,46,72%,7.18,4.82,4.7,4.7,4.76,4.67,4.52,4.88,4.76,4.55
Spring,2014,"WELLER, G. (co-taught)",STA,36303,SAMPLING SURVEY SOC,A,Lect,33,46,72%,7.45,4.82,4.67,4.67,4.72,4.58,4.58,4.85,4.64,4.64
Spring,2014,REBECCA NUGENT,STA,36315,STAT GRPHCS & VISUAL,1,Lect,32,53,60%,8.94,4.91,4.84,4.88,4.78,4.84,4.94,4.88,4.88,4.94
Spring,2014,ANN LEE,STA,36326,MATH STATS HONORS,A,Lect,9,11,82%,8.67,4.78,4.33,4.56,4.33,4.44,4.56,4.67,4.33,4.44
Spring,2014,RYAN TIBSHIRANI,STA,36402,ADV METHODS DATA ANL,A,Lect,31,75,41%,10.19,3.94,4.32,4.26,3.77,4.13,4.1,4.42,4.03,3.93
Spring,2014,CHRISTOPHER GENOVESE,STA,36410,INTRO PROB MODELING,A,Lect,22,45,49%,8.55,4.86,4.82,4.64,4.59,4.82,4.32,4.86,4.5,4.38
Spring,2014,REBECCA STEORTS,STA,36464,SPC TP: APP MULTIVAR,A,Lect,25,28,89%,11.04,4.12,3.71,3.52,4.13,3.88,3.04,4.04,3.16,3.6
Spring,2014,COSMA SHALIZI,STA,36490,UNDERGRAD RESEARCH,A,Lect,6,9,67%,10.17,3.17,3.5,3.67,3.33,3.5,3.83,3.17,3.33,3.17
Spring,2014,REBECCA NUGENT,STA,36492,TOPIC DET DOC CLUST,A3,Lect,5,8,63%,5.6,4.8,4.2,4.4,4.2,4.6,4.8,4.8,5,4.8
Spring,2014,"SELTMAN, H. (co-taught)",STA,36602,PERSPV DATA SCI II,A,Lect,17,23,74%,7.29,4.88,4.65,4.41,4.41,4.71,4.53,5,4.59,4.35
Spring,2014,"GREENHOUSE, J. (co-taught)",STA,36602,PERSPV DATA SCI II,A,Lect,17,23,74%,7.47,4.94,4.69,4.63,4.81,4.69,4.63,4.93,4.69,4.31
Spring,2014,RYAN TIBSHIRANI,STA,36608,ADV METHODS DATA ANL,A,Lect,7,7,100%,7.57,4.57,4.43,4.29,4.14,4.43,4.71,4.57,4,4.29
Spring,2014,HOWARD SELTMAN,STA,36618,TOPIC IN DATA ANLYS,A,Lect,15,24,63%,8.6,4.93,4.47,4.47,4.4,4.67,4.33,4.93,4.47,4.43
Spring,2014,REBECCA STEORTS,STA,36664,SPC TP: APP MULTIVAR,A,Lect,22,23,96%,11.64,3.5,2.59,2.64,2.82,2.68,2.32,3.55,2.18,2.18
Spring,2014,REBECCA NUGENT,STA,36692,TOPIC DET DOC CLUST,A3,Lect,2,2,100%,11.5,4.5,4.5,4.5,5,5,4.5,5,5,4.5
Spring,2014,"WASSERMAN, L. (co-taught)",STA,36702,STATISTCL MACH LRNG,A,Lect,11,16,69%,13.36,4.82,4.55,4.27,4.09,4.82,4.82,4.82,4.73,4.55
Spring,2014,"TIBSHIRANI, R. (co-taught)",STA,36702,STATISTCL MACH LRNG,A,Lect,11,16,69%,13.64,4.91,4.6,4.45,4.27,4.6,4.55,4.91,4.64,4.73
Spring,2014,"GREENHOUSE, J. (co-taught)",STA,36726,STATISTICAL PRAC,A,Lect,15,23,65%,10.27,4.8,4.47,4.4,4.6,4.73,4.6,4.73,4.6,4.53
Spring,2014,"GAUGLER, T. (co-taught)",STA,36726,STATISTICAL PRAC,A,Lect,15,23,65%,10.27,5,4.79,4.79,4.93,4.86,5,5,4.93,4.86
Spring,2014,ROBERT KASS,STA,36746,STAT METHD NEUROSCNC,A,Lect,8,9,89%,6.88,4.63,4.13,4,3.25,4.38,4.25,4.75,4,3.88
Spring,2014,JING LEI,STA,36752,ADV PROBABLTY OVERVW,A,Lect,14,16,88%,12.23,4.36,4.57,4.5,4.14,4.29,4.43,4.57,4.5,4.5
Spring,2014,VALERIE VENTURA,STA,36757,ADV DATA ANALYSIS I,A,Lect,8,9,89%,11.13,4.88,4.38,4.63,4.88,4.57,4.63,4.63,4.75,4.75
Spring,2014,BRIAN JUNKER,STA,36780,SOCIAL NETWORK MODEL,A3,Lect,4,10,40%,5.75,4.5,4.25,4,4.75,4.75,4.25,4.5,4.25,4.5
Spring,2014,KAYVAN SADEGHI,STA,36783,GRAPHICAL MODELS,A4,Lect,13,22,59%,9.33,4.23,3.92,4.15,3.62,3.62,4.08,4.46,3.77,3.77
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
,2014,,,,Year of 2014,,,6284,10335,61%,7.97,4.42,4.29,4.3,4.16,4.34,4.29,4.53,4.26,4.18
Fall,2014,DANIEL BRASIER,CNB,86112,FR SM CONTRO NEURSCI,A,Lect,6,7,86%,6.5,4.67,4,4,4.33,4,3.67,4.5,3.67,3.83
Fall,2014,TAI-SING LEE,CNB,86375,COMPUTNL PERCPTION,A,Lect,2,4,50%,9.5,3.5,2.5,3,2.5,3.5,2.5,3.5,2.5,3.5
Fall,2014,STEVEN CHASE,CNB,86631,NEURAL DATA ANALYS,A,Lect,4,5,80%,8,5,5,5,3.75,5,4.75,5,5,5
Fall,2014,TAI-SING LEE,CNB,86675,COMPUTNL PERCPTION,A,Lect,2,3,67%,9.5,5,4.5,4.5,4.5,4.5,5,5,4.5,4.5
Fall,2014,TIMOTHY VERSTYNEN,CNB,86713,VIRTUAL NEUROANATOMY,A,Lect,5,5,100%,8,5,5,5,4.8,4.8,5,5,5,5
Fall,2014,"SLEET, C. (co-taught)",ECO,73100,PRINC OF ECONOMICS,1,Lect,116,212,55%,6.93,3.97,3.72,3.73,3.39,4.08,3.58,3.8,3.6,3.46
Fall,2014,"YENMEZ, M. (co-taught)",ECO,73100,PRINC OF ECONOMICS,1,Lect,116,212,55%,6.5,3.84,3.96,3.97,3.57,3.74,3.86,4.23,3.75,3.67
Fall,2014,"SLEET, C. (co-taught)",ECO,73100,PRINC OF ECONOMICS,2,Lect,99,206,48%,6.68,4.1,3.87,3.89,3.53,4.16,3.95,4.1,3.79,3.63
Fall,2014,"YENMEZ, M. (co-taught)",ECO,73100,PRINC OF ECONOMICS,2,Lect,99,206,48%,6.45,3.88,4.03,4.07,3.75,4.07,4.04,4.24,3.89,3.76
Fall,2014,STEPHEN CALABRESE,ECO,73100,PRINC OF ECONOMICS,3,Lect,35,60,58%,9.18,4.37,4.38,4.26,4.06,4.34,4.37,4.66,4.29,4.29
Fall,2014,CAROL GOLDBURG,ECO,73101,FRESHMAN SEMINAR,A,Lect,5,15,33%,6.8,4.8,4,4,4.6,4.4,4.4,4.8,4.4,4.4
Fall,2014,JOACHIM GROEGER,ECO,73230,INTERMEDT MICRCOMCS,1,Lect,30,45,67%,8.8,4.6,4.5,4.53,4.03,4.33,4.17,4.7,4.48,4.23
Fall,2014,JOACHIM GROEGER,ECO,73230,INTERMEDT MICRCOMCS,2,Lect,40,63,63%,8.88,4.65,4.1,4.15,4.03,4.49,4.28,4.5,4.43,4.17
Fall,2014,SHU LIN WEE,ECO,73240,INTERMD MACROECONOMC,1,Lect,48,89,54%,9.43,3.88,3.31,3.4,3.47,3.44,3.19,4.29,3,3
Fall,2014,SHU LIN WEE,ECO,73240,INTERMD MACROECONOMC,2,Lect,35,71,49%,8.69,3.86,3.66,3.44,3.63,3.74,3.46,4.37,3.23,3.37
Fall,2014,STEPHEN CALABRESE,ECO,73240,INTERMD MACROECONOMC,3,Lect,27,36,75%,11.15,4.12,4.23,4.12,4.12,3.96,4.08,4.46,3.92,4
Fall,2014,CHRISTOPHER WYATT,ECO,73270,WRITING FOR ECONOMST,A,Lect,12,19,63%,10.08,4.67,4.58,4.67,4.33,4.25,4.42,4.58,4.5,4.25
Fall,2014,BENNETT MCCALLUM,ECO,73310,EVLTN ECNMC IDS ANLY,A,Lect,8,17,47%,6.13,3.25,3.13,3.25,2.63,2.88,3,4,3,2.63
Fall,2014,ISA HAFALIR,ECO,73347,GAME THEORY ECON,A,Lect,14,23,61%,7.79,4.21,4.36,4.07,3.57,4.21,3.79,4.21,4.07,3.93
Fall,2014,CHRISTINA FONG,ECO,73352,PUBLIC ECONOMICS,A,Lect,14,33,42%,7.57,4.14,3.14,3.21,3.21,3.29,2.93,4.21,3.21,3.29
Fall,2014,FREDERICK RUETER,ECO,73359,BENEFIT-COST ANALYSS,A,Lect,10,19,53%,7.8,4.2,4,3.7,3.7,3.9,3.6,4.5,3.5,3.6
Fall,2014,STEPHEN CALABRESE,ECO,73359,BENEFIT-COST ANALYSS,W,Lect,8,13,62%,9.13,4.38,4.13,4.13,4.5,4.38,4.38,4.38,4.25,4
Fall,2014,ofabusuy,ECO,73363,ECONOMETRICS,A,Lect,22,34,65%,10.77,2.05,2.45,2.36,2.18,2.5,2.5,2.91,2.14,1.95
Fall,2014,LAURENCE ALES,ECO,73421,EMERGING MARKETS,A,Lect,20,37,54%,6.74,4.75,4.8,4.7,4.35,4.68,4.6,4.9,4.7,4.6
Fall,2014,KATHARINE ANDERSON,ECO,73449,SOC ECON & INFO NTWK,A,Lect,8,19,42%,6.5,4.63,4.63,4.63,4.38,4.63,4.75,4.63,4.5,4.63
Fall,2014,STEPHEN SPEAR,ECO,73469,GLBL ELECTRONIC MKTS,A,Lect,10,26,38%,5.33,4.5,4.4,4.3,4.3,4.6,4.6,4.7,4.6,4.4
Fall,2014,"LESSEM, R. (co-taught)",ECO,73497,SENIOR PROJECT,A,Lect,5,15,33%,6.2,4,4.2,3.8,3.8,3.8,4,4,4,3.6
Fall,2014,"ZETLIN-JONES, A. (co-taught)",ECO,73497,SENIOR PROJECT,A,Lect,5,15,33%,5.75,4.25,4.25,4,4.75,4,4.25,4.25,4.25,3.5
Fall,2014,mgomezla,ENG,76100,READ WRITE ACAD CNTX,A,Lect,13,16,81%,8.23,4.54,4.69,4.77,4.69,4.62,4.85,4.69,4.62,4.46
Fall,2014,JANINE CARLOCK,ENG,76100,READ WRITE ACAD CNTX,B,Lect,14,15,93%,11.71,4.43,4.5,4.36,4.64,4.29,4.64,4.86,4.57,4.29
Fall,2014,GERMAN CANALE,ENG,76100,READ WRITE ACAD CNTX,C,Lect,11,16,69%,7.27,4.55,4.64,4.55,4.64,4.18,4.55,4.73,4.45,4.45
Fall,2014,GARRETT STACK,ENG,76100,READ WRITE ACAD CNTX,E,Lect,14,15,93%,7.79,4.57,4.71,4.64,4.71,4.64,4.64,4.86,4.71,4.71
Fall,2014,AURORA TSAI,ENG,76100,READ WRITE ACAD CNTX,F,Lect,13,15,87%,8,4.85,4.77,4.85,4.92,4.69,4.92,4.77,4.92,4.77
Fall,2014,JANINE CARLOCK,ENG,76100,READ WRITE ACAD CNTX,G,Lect,15,15,100%,10.07,4.47,4.13,4.2,4.53,4.13,4.27,4.8,4.07,4
Fall,2014,WILLIAM PENMAN,ENG,76100,READ WRITE ACAD CNTX,H,Lect,14,15,93%,8.21,4.79,4.71,4.71,4.93,4.79,4.64,4.93,4.79,4.79
Fall,2014,MARY GLAVAN,ENG,76100,READ WRITE ACAD CNTX,I,Lect,13,16,81%,7.38,4.46,4.38,4.38,4.46,4.31,4.31,4.54,4.31,4.77
Fall,2014,MARY GLAVAN,ENG,76100,READ WRITE ACAD CNTX,J,Lect,12,16,75%,9.08,4.67,4.58,4.67,4.75,4.5,4.67,4.75,4.75,4.5
Fall,2014,ANDREW GORDON,ENG,76100,READ WRITE ACAD CNTX,K,Lect,14,16,88%,7.57,4.21,4.43,4.57,4.08,4.36,4.54,4.5,4.07,4.21
Fall,2014,ADAM HODGES,ENG,76100,READ WRITE ACAD CNTX,W,Lect,9,14,64%,11.44,4.33,3.89,3.78,4.11,4,4.33,4.67,4.22,3.89
Fall,2014,ADAM HODGES,ENG,76100,READ WRITE ACAD CNTX,WW,Lect,8,15,53%,12.25,4.38,4.75,4.75,4.75,4.75,4.75,4.88,4.63,4.75
Fall,2014,LUDMILA HYMAN,ENG,76100,READ WRITE ACAD CNTX,X,Lect,12,16,75%,9.75,4.92,4.67,4.75,4.83,4.67,4.75,4.67,4.75,4.67
Fall,2014,SILVIA PESSOA,ENG,76100,READ WRITE ACAD CNTX,XX,Lect,10,14,71%,9.5,4.8,4.89,4.7,4.78,4.8,4.89,4.9,4.89,4.7
Fall,2014,DUDLEY REYNOLDS,ENG,76100,READ WRITE ACAD CNTX,Y,Lect,9,15,60%,9,4.78,4.67,4.75,4.44,4.44,4.33,5,4.33,4.56
Fall,2014,DUDLEY REYNOLDS,ENG,76100,READ WRITE ACAD CNTX,YY,Lect,10,14,71%,10.7,4.6,4.4,4.4,4.6,4.4,4.3,4.7,4.5,4.6
Fall,2014,THOMAS MITCHELL,ENG,76100,READ WRITE ACAD CNTX,Z,Lect,9,12,75%,13.89,5,5,4.89,4.75,4.78,4.89,4.78,4.89,5
Fall,2014,RACHEL GOODMANSON,ENG,76101,INTERPRETN & ARGMNT,A,Lect,14,19,74%,6.85,4.86,4.86,4.86,4.93,4.86,4.79,5,4.93,4.71
Fall,2014,SALITA SEIBERT,ENG,76101,INTERPRETN & ARGMNT,C,Lect,13,19,68%,6.25,3.69,3.92,3.69,3.85,3.31,3.5,4.08,3.62,3.31
Fall,2014,RACHEL GOODMANSON,ENG,76101,INTERPRETN & ARGMNT,CC,Lect,15,19,79%,6.6,4.93,4.93,4.93,4.87,4.87,4.73,4.87,4.93,4.93
Fall,2014,JESSICA WILTON,ENG,76101,INTERPRETN & ARGMNT,E,Lect,10,18,56%,6.88,3.7,4,3.8,4.1,3.3,3.5,4.2,3.6,3.2
Fall,2014,JULIE BOWMAN,ENG,76101,INTERPRETN & ARGMNT,EE,Lect,13,19,68%,9.46,4.23,3.92,4.08,4.38,4.08,3.77,4.23,3.92,3.69
Fall,2014,EMILY SLATE,ENG,76101,INTERPRETN & ARGMNT,F,Lect,15,19,79%,7.79,5,4.8,4.93,4.87,4.73,4.87,5,4.93,4.73
Fall,2014,CHRISTOPHER WIKE,ENG,76101,INTERPRETN & ARGMNT,FF,Lect,17,17,100%,8.18,4.65,4.53,4.59,4.88,4.35,4.29,4.88,4.53,4.06
Fall,2014,JESSICA HARRELL,ENG,76101,INTERPRETN & ARGMNT,GG,Lect,14,19,74%,8.5,4.64,4.79,4.71,4.64,4.43,4.5,4.71,4.5,4.07
Fall,2014,CHRISTOPHER WIKE,ENG,76101,INTERPRETN & ARGMNT,I,Lect,15,19,79%,5.64,4.67,4.6,4.73,4.57,4.33,4.47,4.67,4.67,4.4
Fall,2014,STEVEN GOTZLER,ENG,76101,INTERPRETN & ARGMNT,II,Lect,13,19,68%,7.31,3.92,4.38,4.38,4.62,3.92,4.31,4.23,4.15,4
Fall,2014,JULIE BOWMAN,ENG,76101,INTERPRETN & ARGMNT,KK,Lect,11,19,58%,10.27,4.36,4.09,4.27,4.36,4.27,3.82,4.64,3.91,3.91
Fall,2014,JESSICA WILTON,ENG,76101,INTERPRETN & ARGMNT,L,Lect,9,19,47%,9.44,4.33,4.33,4.22,4.56,4.11,4.22,4.67,4.22,3.89
Fall,2014,AMANDA BERARDI,ENG,76101,INTERPRETN & ARGMNT,LL,Lect,16,19,84%,6.31,4.5,4.63,4.5,4.63,4.07,4.5,4.69,4.5,4.13
Fall,2014,SALITA SEIBERT,ENG,76101,INTERPRETN & ARGMNT,M,Lect,8,19,42%,8.88,4.5,4.5,4.13,4.5,4,4.38,4.75,4.25,3.75
Fall,2014,AVERY WISCOMB,ENG,76101,INTERPRETN & ARGMNT,N,Lect,18,18,100%,7.33,4.89,4.78,4.83,4.72,4.94,4.83,4.78,4.82,4.61
Fall,2014,HEATHER STEFFEN,ENG,76101,INTERPRETN & ARGMNT,OO,Lect,10,18,56%,6.8,4.6,4.7,4.6,5,4.6,4.6,4.8,4.7,4.22
Fall,2014,JOHN DAWSON,ENG,76101,INTERPRETN & ARGMNT,P,Lect,9,18,50%,8.67,3.89,4,4,3.44,4.11,3.78,4.33,3.56,3.44
Fall,2014,AVERY WISCOMB,ENG,76101,INTERPRETN & ARGMNT,PP,Lect,19,19,100%,8.17,4.79,4.37,4.42,4.58,4.58,4.63,4.47,4.53,4.26
Fall,2014,JAMIE SMITH,ENG,76101,INTERPRETN & ARGMNT,Q,Lect,18,19,95%,7.33,4.83,4.72,4.72,4.83,4.67,4.78,4.94,4.78,4.72
Fall,2014,NISHA SHANMUGARAJ,ENG,76101,INTERPRETN & ARGMNT,QQ,Lect,12,19,63%,10.18,4.42,4.45,4.17,4.36,3.75,3.83,3.75,4.08,3.75
Fall,2014,MATTHEW NELSON,ENG,76101,INTERPRETN & ARGMNT,R,Lect,13,19,68%,5.92,4.85,4.85,4.77,5,4.54,4.54,5,4.77,4.85
Fall,2014,JOHN DAWSON,ENG,76101,INTERPRETN & ARGMNT,RR,Lect,8,19,42%,5.75,4.25,4.13,4.38,4.38,3.88,4.25,4.63,4,3.75
Fall,2014,HEATHER STEFFEN,ENG,76101,INTERPRETN & ARGMNT,S,Lect,14,20,70%,6.93,4.71,4.71,4.71,4.64,4.5,4.71,4.79,4.71,4.36
Fall,2014,EMILY FERRIS,ENG,76101,INTERPRETN & ARGMNT,SS,Lect,16,19,84%,7.69,4.5,4.38,4.31,4.38,4.25,4.44,4.5,4.25,4
Fall,2014,KATE HAMILTON,ENG,76101,INTERPRETN & ARGMNT,T,Lect,13,19,68%,7.54,4.38,4.38,4.15,4.54,3.77,4.23,4.54,4.08,3.69
Fall,2014,MATTHEW NELSON,ENG,76101,INTERPRETN & ARGMNT,TT,Lect,13,19,68%,6.15,4.77,4.69,4.69,4.77,4.62,4.69,4.75,4.62,4.54
Fall,2014,LUDMILA HYMAN,ENG,76101,INTERPRETN & ARGMNT,W,Lect,6,7,86%,10.5,4.83,4.5,4.5,4.67,4.67,4.67,4.83,4.33,4.5
Fall,2014,KATHLEEN NEWMAN,ENG,76144,ENG FRESHMAN SEMINAR,B,Lect,11,12,92%,6.91,4.82,4.18,4.18,4.45,4.45,4.27,4.82,4.36,4.27
Fall,2014,BRET VUKODER,ENG,76239,INTRO TO FILM STUDY,A,Lect,20,24,83%,6.35,5,4.8,4.7,4.8,4.8,4.85,5,4.8,4.79
Fall,2014,PAVITHRA KASUN TANTRIGODA,ENG,76241,INTRO GENDER STUDIES,A,Lect,10,13,77%,6.5,4.6,4.2,4.3,4.3,4.7,4.5,5,4.3,4.4
Fall,2014,PEGGY KNAPP,ENG,76247,SHAKESPR COMEDY RMNC,1,Lect,22,34,65%,6.71,4.36,3.86,4.05,3.91,4.18,4.05,4.41,3.95,3.77
Fall,2014,JAMES DANIELS,ENG,76260,SURVEY FORMS:FICTION,A,Lect,14,17,82%,6.93,4.36,3.93,4,4.5,4.14,3.86,4.71,4.14,4.14
Fall,2014,JANE MCCAFFERTY,ENG,76260,SURVEY FORMS:FICTION,B,Lect,10,19,53%,7.1,4.9,3.6,4.5,4.8,4.8,4.9,5,4.7,4.5
